h2s,tz=0,v=1.5
time,h2s,so2
1682774940,2.365e+00,NaN
1682775000,2.294e+00,NaN
1682775240,NaN,2.000e-01
1682775300,NaN,2.000e-01
1682775360,NaN,2.000e-01
1682775420,NaN,2.000e-01
1682775480,NaN,2.000e-01
1682775540,NaN,2.000e-01
1682775600,NaN,2.000e-01
1682775840,2.206e+00,NaN
1682775900,2.144e+00,NaN
1682775960,2.112e+00,NaN
1682776020,2.065e+00,NaN
1682776080,2.040e+00,NaN
1682776140,2.035e+00,NaN
1682776200,2.036e+00,NaN
1682776440,NaN,2.000e-01
1682776500,NaN,2.000e-01
1682776560,NaN,2.000e-01
1682776620,NaN,2.000e-01
1682776680,NaN,2.000e-01
1682776740,NaN,2.000e-01
1682776800,NaN,2.000e-01
1682777040,1.976e+00,NaN
1682777100,1.882e+00,NaN
1682777160,1.757e+00,NaN
1682777220,1.641e+00,NaN
1682777280,1.541e+00,NaN
1682777340,1.532e+00,NaN
1682777400,1.523e+00,NaN
1682777640,NaN,2.000e-01
1682777700,NaN,2.000e-01
1682777760,NaN,2.000e-01
1682777820,NaN,2.000e-01
1682777880,NaN,2.000e-01
1682777940,NaN,2.000e-01
1682778000,NaN,2.000e-01
1682778240,1.511e+00,NaN
1682778300,1.474e+00,NaN
1682778360,1.444e+00,NaN
1682778420,1.407e+00,NaN
1682778480,1.417e+00,NaN
1682778540,1.424e+00,NaN
1682778600,1.454e+00,NaN
1682778840,NaN,2.000e-01
1682778900,NaN,2.000e-01
1682778960,NaN,2.000e-01
1682779020,NaN,2.000e-01
1682779080,NaN,2.000e-01
1682779140,NaN,2.000e-01
1682779200,NaN,2.000e-01
1682779440,1.467e+00,NaN
1682779500,1.456e+00,NaN
1682779560,1.436e+00,NaN
1682779620,1.426e+00,NaN
1682779680,1.391e+00,NaN
1682779740,1.347e+00,NaN
1682779800,1.339e+00,NaN
1682779860,1.316e+00,NaN
1682780040,NaN,2.000e-01
1682780100,NaN,2.000e-01
1682780160,NaN,2.000e-01
1682780220,NaN,2.000e-01
1682780280,NaN,2.000e-01
1682780340,NaN,2.000e-01
1682780400,NaN,2.000e-01
1682780640,1.285e+00,NaN
1682780700,1.224e+00,NaN
1682780760,1.183e+00,NaN
1682780820,1.113e+00,NaN
1682780880,1.040e+00,NaN
1682780940,1.016e+00,NaN
1682781000,9.890e-01,NaN
1682781060,9.760e-01,NaN
1682781240,NaN,2.000e-01
1682781300,NaN,2.000e-01
1682781360,NaN,2.000e-01
1682781420,NaN,2.000e-01
1682781480,NaN,2.000e-01
1682781540,NaN,2.000e-01
1682781600,NaN,2.000e-01
1682781840,9.660e-01,NaN
1682781900,9.210e-01,NaN
1682781960,8.790e-01,NaN
1682782020,7.790e-01,NaN
1682782080,6.960e-01,NaN
1682782140,6.330e-01,NaN
1682782200,6.150e-01,NaN
1682782260,6.190e-01,NaN
1682782440,NaN,2.000e-01
1682782500,NaN,2.000e-01
1682782560,NaN,2.000e-01
1682782620,NaN,2.000e-01
1682782680,NaN,2.000e-01
1682782740,NaN,2.000e-01
1682782800,NaN,2.000e-01
1682783040,5.960e-01,NaN
1682783100,5.780e-01,NaN
1682783160,5.320e-01,NaN
1682783220,5.150e-01,NaN
1682783280,4.640e-01,NaN
1682783340,4.200e-01,NaN
1682783400,2.000e-01,NaN
1682783640,NaN,2.000e-01
1682783700,NaN,2.000e-01
1682783760,NaN,2.000e-01
1682783820,NaN,2.000e-01
1682783880,NaN,2.000e-01
1682783940,NaN,2.000e-01
1682784000,NaN,2.000e-01
1682784300,2.000e-01,NaN
1682784360,2.000e-01,NaN
1682784420,2.000e-01,NaN
1682784480,2.000e-01,NaN
1682784540,2.000e-01,NaN
1682784600,2.000e-01,NaN
1682784660,2.000e-01,NaN
1682784840,NaN,2.000e-01
1682784900,NaN,2.000e-01
1682784960,NaN,2.000e-01
1682785020,NaN,2.000e-01
1682785080,NaN,2.000e-01
1682785140,NaN,2.000e-01
1682785200,NaN,2.000e-01
1682785260,NaN,2.000e-01
1682785440,2.000e-01,NaN
1682785500,2.000e-01,NaN
1682785560,2.000e-01,NaN
1682785620,2.000e-01,NaN
1682785680,2.000e-01,NaN
1682785740,2.000e-01,NaN
1682785800,2.000e-01,NaN
1682785860,2.000e-01,NaN
1682786040,NaN,2.000e-01
1682786100,NaN,2.000e-01
1682786160,NaN,2.000e-01
1682786220,NaN,2.000e-01
1682786280,NaN,2.000e-01
1682786340,NaN,2.000e-01
1682786400,NaN,2.000e-01
1682786460,NaN,2.000e-01
1682786640,2.000e-01,NaN
1682786700,2.000e-01,NaN
1682786760,2.000e-01,NaN
1682786820,2.000e-01,NaN
1682786880,2.000e-01,NaN
1682786940,2.000e-01,NaN
1682787000,2.000e-01,NaN
1682787060,2.000e-01,NaN
1682787240,NaN,2.000e-01
1682787300,NaN,2.000e-01
1682787360,NaN,2.000e-01
1682787420,NaN,2.000e-01
1682787480,NaN,2.000e-01
1682787540,NaN,2.000e-01
1682787600,NaN,2.000e-01
1682787840,2.000e-01,NaN
1682787900,2.000e-01,NaN
1682787960,2.000e-01,NaN
1682788020,2.000e-01,NaN
1682788080,2.000e-01,NaN
1682788140,2.000e-01,NaN
1682788200,2.000e-01,NaN
1682788260,2.000e-01,NaN
1682788440,NaN,2.000e-01
1682788500,NaN,2.000e-01
1682788560,NaN,2.000e-01
1682788620,NaN,2.000e-01
1682788680,NaN,2.000e-01
1682788740,NaN,2.000e-01
1682788800,NaN,2.000e-01
1682788860,NaN,2.000e-01
1682789040,2.000e-01,NaN
1682789100,2.000e-01,NaN
1682789160,2.000e-01,NaN
1682789220,2.000e-01,NaN
1682789280,2.000e-01,NaN
1682789340,2.000e-01,NaN
1682789400,2.000e-01,NaN
1682789640,NaN,2.000e-01
1682789700,NaN,2.000e-01
1682789760,NaN,2.000e-01
1682789820,NaN,2.000e-01
1682789880,NaN,2.000e-01
1682789940,NaN,2.000e-01
1682790000,NaN,2.000e-01
1682790300,2.000e-01,NaN
1682790360,2.000e-01,NaN
1682790420,2.000e-01,NaN
1682790480,2.000e-01,NaN
1682790540,2.000e-01,NaN
1682790600,2.000e-01,NaN
1682790660,2.000e-01,NaN
1682790840,NaN,2.000e-01
1682790900,NaN,2.000e-01
1682790960,NaN,2.000e-01
1682791020,NaN,2.000e-01
1682791080,NaN,2.000e-01
1682791140,NaN,2.000e-01
1682791200,NaN,2.000e-01
1682791440,2.000e-01,NaN
1682791500,2.000e-01,NaN
1682791560,2.000e-01,NaN
1682791620,2.000e-01,NaN
1682791680,2.000e-01,NaN
1682791740,2.000e-01,NaN
1682791800,2.000e-01,NaN
1682791860,2.000e-01,NaN
1682792040,NaN,2.000e-01
1682792100,NaN,2.000e-01
1682792160,NaN,2.000e-01
1682792220,NaN,2.000e-01
1682792280,NaN,2.000e-01
1682792340,NaN,2.000e-01
1682792400,NaN,2.000e-01
1682792460,NaN,2.000e-01
1682792640,2.000e-01,NaN
1682792700,2.000e-01,NaN
1682792760,2.000e-01,NaN
1682792820,2.000e-01,NaN
1682792880,2.000e-01,NaN
1682792940,2.000e-01,NaN
1682793000,2.000e-01,NaN
1682793060,2.000e-01,NaN
1682793240,NaN,2.000e-01
1682793300,NaN,2.000e-01
1682793360,NaN,2.000e-01
1682793420,NaN,2.000e-01
1682793480,NaN,2.000e-01
1682793540,NaN,2.000e-01
1682793600,NaN,2.000e-01
1682793660,NaN,2.000e-01
1682793840,2.000e-01,NaN
1682793900,2.000e-01,NaN
1682793960,2.000e-01,NaN
1682794020,2.000e-01,NaN
1682794080,2.000e-01,NaN
1682794140,2.000e-01,NaN
1682794200,2.000e-01,NaN
1682794440,NaN,2.000e-01
1682794500,NaN,2.000e-01
1682794560,NaN,2.000e-01
1682794620,NaN,2.000e-01
1682794680,NaN,2.000e-01
1682794740,NaN,2.000e-01
1682794800,NaN,2.000e-01
1682794860,NaN,2.000e-01
1682795040,2.000e-01,NaN
1682795100,2.000e-01,NaN
1682795160,2.000e-01,NaN
1682795220,2.000e-01,NaN
1682795280,2.000e-01,NaN
1682795340,2.000e-01,NaN
1682795400,2.000e-01,NaN
1682795640,NaN,2.000e-01
1682795700,NaN,2.000e-01
1682795760,NaN,2.000e-01
1682795820,NaN,2.000e-01
1682795880,NaN,2.000e-01
1682795940,NaN,2.000e-01
1682796000,NaN,2.000e-01
1682796060,NaN,2.000e-01
1682796240,2.000e-01,NaN
1682796300,2.000e-01,NaN
1682796360,2.000e-01,NaN
1682796420,2.000e-01,NaN
1682796480,2.000e-01,NaN
1682796540,2.000e-01,NaN
1682796600,2.000e-01,NaN
1682796840,NaN,2.000e-01
1682796900,NaN,2.000e-01
1682796960,NaN,2.000e-01
1682797020,NaN,2.000e-01
1682797080,NaN,2.000e-01
1682797140,NaN,2.000e-01
1682797200,NaN,2.000e-01
1682797440,2.000e-01,NaN
1682797500,2.000e-01,NaN
1682797560,2.000e-01,NaN
1682797620,2.000e-01,NaN
1682797680,2.000e-01,NaN
1682797740,2.000e-01,NaN
1682797800,2.000e-01,NaN
1682797860,2.000e-01,NaN
1682798040,NaN,2.000e-01
1682798100,NaN,2.000e-01
1682798160,NaN,2.000e-01
1682798220,NaN,2.000e-01
1682798280,NaN,2.000e-01
1682798340,NaN,2.000e-01
1682798400,NaN,2.000e-01
1682798460,NaN,2.000e-01
1682798640,2.000e-01,NaN
1682798700,2.000e-01,NaN
1682798760,2.000e-01,NaN
1682798820,2.000e-01,NaN
1682798880,2.000e-01,NaN
1682798940,2.000e-01,NaN
1682799000,2.000e-01,NaN
1682799240,NaN,2.000e-01
1682799300,NaN,2.000e-01
1682799360,NaN,2.000e-01
1682799420,NaN,2.000e-01
1682799480,NaN,2.000e-01
1682799540,NaN,2.000e-01
1682799600,NaN,2.000e-01
1682799840,2.000e-01,NaN
1682799900,2.000e-01,NaN
1682799960,2.000e-01,NaN
1682800020,2.000e-01,NaN
1682800080,2.000e-01,NaN
1682800140,2.000e-01,NaN
1682800200,2.000e-01,NaN
1682800260,2.000e-01,NaN
1682800440,NaN,2.000e-01
1682800500,NaN,2.000e-01
1682800560,NaN,2.000e-01
1682800620,NaN,2.000e-01
1682800680,NaN,2.000e-01
1682800740,NaN,2.000e-01
1682800800,NaN,2.000e-01
1682800860,NaN,2.000e-01
1682801040,2.000e-01,NaN
1682801100,2.000e-01,NaN
1682801160,2.000e-01,NaN
1682801220,2.000e-01,NaN
1682801280,2.000e-01,NaN
1682801340,2.000e-01,NaN
1682801400,2.000e-01,NaN
1682801640,NaN,2.000e-01
1682801700,NaN,2.000e-01
1682801760,NaN,2.000e-01
1682801820,NaN,2.000e-01
1682801880,NaN,2.000e-01
1682801940,NaN,2.000e-01
1682802000,NaN,2.000e-01
1682802060,NaN,2.000e-01
1682802300,2.000e-01,NaN
1682802360,2.000e-01,NaN
1682802420,2.000e-01,NaN
1682802480,2.000e-01,NaN
1682802540,2.000e-01,NaN
1682802600,2.000e-01,NaN
1682802660,2.000e-01,NaN
1682802840,NaN,2.000e-01
1682802900,NaN,2.000e-01
1682802960,NaN,2.000e-01
1682803020,NaN,2.000e-01
1682803080,NaN,2.000e-01
1682803140,NaN,2.000e-01
1682803200,NaN,2.000e-01
1682803260,NaN,2.000e-01
1682803440,2.000e-01,NaN
1682803500,2.000e-01,NaN
1682803560,2.000e-01,NaN
1682803620,2.000e-01,NaN
1682803680,2.000e-01,NaN
1682803740,2.000e-01,NaN
1682803800,2.000e-01,NaN
1682803860,2.000e-01,NaN
1682804040,NaN,2.000e-01
1682804100,NaN,2.000e-01
1682804160,NaN,2.000e-01
1682804220,NaN,2.000e-01
1682804280,NaN,2.000e-01
1682804340,NaN,2.000e-01
1682804400,NaN,2.000e-01
1682804460,NaN,2.000e-01
1682804640,2.000e-01,NaN
1682804700,2.000e-01,NaN
1682804760,2.000e-01,NaN
1682804820,2.000e-01,NaN
1682804880,2.000e-01,NaN
1682804940,2.000e-01,NaN
1682805000,2.000e-01,NaN
1682805060,2.000e-01,NaN
1682805240,NaN,2.000e-01
1682805300,NaN,2.000e-01
1682805360,NaN,2.000e-01
1682805420,NaN,2.000e-01
1682805480,NaN,2.000e-01
1682805540,NaN,2.000e-01
1682805600,NaN,2.000e-01
1682805660,NaN,2.000e-01
1682805840,2.000e-01,NaN
1682805900,2.000e-01,NaN
1682805960,2.000e-01,NaN
1682806020,2.000e-01,NaN
1682806080,2.000e-01,NaN
1682806140,2.000e-01,NaN
1682806200,2.000e-01,NaN
1682806260,2.000e-01,NaN
1682806440,NaN,2.000e-01
1682806500,NaN,2.000e-01
1682806560,NaN,2.000e-01
1682806620,NaN,2.000e-01
1682806680,NaN,2.000e-01
1682806740,NaN,2.000e-01
1682806800,NaN,2.000e-01
1682806860,NaN,2.000e-01
1682807040,2.000e-01,NaN
1682807100,2.000e-01,NaN
1682807160,2.000e-01,NaN
1682807220,2.000e-01,NaN
1682807280,2.000e-01,NaN
1682807340,2.000e-01,NaN
1682807400,2.000e-01,NaN
1682807640,NaN,2.000e-01
1682807700,NaN,2.000e-01
1682807760,NaN,2.000e-01
1682807820,NaN,2.000e-01
1682807880,NaN,2.000e-01
1682807940,NaN,2.000e-01
1682808000,NaN,2.000e-01
1682808060,NaN,2.000e-01
1682808240,2.000e-01,NaN
1682808300,2.000e-01,NaN
1682808360,2.000e-01,NaN
1682808420,2.000e-01,NaN
1682808480,2.000e-01,NaN
1682808540,2.000e-01,NaN
1682808600,2.000e-01,NaN
1682808660,2.000e-01,NaN
1682808840,NaN,2.000e-01
1682808900,NaN,2.000e-01
1682808960,NaN,2.000e-01
1682809020,NaN,2.000e-01
1682809080,NaN,2.000e-01
1682809140,NaN,2.000e-01
1682809200,NaN,2.000e-01
1682809440,2.000e-01,NaN
1682809500,2.000e-01,NaN
1682809560,2.000e-01,NaN
1682809620,2.000e-01,NaN
1682809680,2.000e-01,NaN
1682809740,2.000e-01,NaN
1682809800,2.000e-01,NaN
1682810040,NaN,2.000e-01
1682810100,NaN,2.000e-01
1682810160,NaN,2.000e-01
1682810220,NaN,2.000e-01
1682810280,NaN,2.000e-01
1682810340,NaN,2.000e-01
1682810400,NaN,2.000e-01
1682810640,2.000e-01,NaN
1682810700,2.000e-01,NaN
1682810760,2.000e-01,NaN
1682810820,2.000e-01,NaN
1682810880,2.000e-01,NaN
1682810940,2.000e-01,NaN
1682811000,2.000e-01,NaN
1682811060,2.000e-01,NaN
1682811240,NaN,2.000e-01
1682811300,NaN,2.000e-01
1682811360,NaN,2.000e-01
1682811420,NaN,2.000e-01
1682811480,NaN,2.000e-01
1682811540,NaN,2.000e-01
1682811600,NaN,2.000e-01
1682811660,NaN,2.000e-01
1682811840,2.000e-01,NaN
1682811900,2.000e-01,NaN
1682811960,2.000e-01,NaN
1682812020,2.000e-01,NaN
1682812080,2.000e-01,NaN
1682812140,2.000e-01,NaN
1682812200,2.000e-01,NaN
1682812440,NaN,2.000e-01
1682812500,NaN,2.000e-01
1682812560,NaN,2.000e-01
1682812620,NaN,2.000e-01
1682812680,NaN,2.000e-01
1682812740,NaN,2.000e-01
1682812800,NaN,2.000e-01
1682812860,NaN,2.000e-01
1682813040,2.000e-01,NaN
1682813100,2.000e-01,NaN
1682813160,2.000e-01,NaN
1682813220,2.000e-01,NaN
1682813280,2.000e-01,NaN
1682813340,2.000e-01,NaN
1682813400,2.000e-01,NaN
1682813460,2.000e-01,NaN
1682813640,NaN,2.000e-01
1682813700,NaN,2.000e-01
1682813760,NaN,2.000e-01
1682813820,NaN,2.000e-01
1682813880,NaN,2.000e-01
1682813940,NaN,2.000e-01
1682814000,NaN,2.000e-01
1682814060,NaN,2.000e-01
1682814240,2.000e-01,NaN
1682814300,2.000e-01,NaN
1682814360,2.000e-01,NaN
1682814420,2.000e-01,NaN
1682814480,2.000e-01,NaN
1682814540,2.000e-01,NaN
1682814600,2.000e-01,NaN
1682814840,NaN,2.000e-01
1682814900,NaN,2.000e-01
1682814960,NaN,2.000e-01
1682815020,NaN,2.000e-01
1682815080,NaN,2.000e-01
1682815140,NaN,2.000e-01
1682815200,NaN,2.000e-01
1682815260,NaN,2.000e-01
1682815440,2.000e-01,NaN
1682815500,2.000e-01,NaN
1682815560,2.000e-01,NaN
1682815620,2.000e-01,NaN
1682815680,2.000e-01,NaN
1682815740,2.000e-01,NaN
1682815800,2.000e-01,NaN
1682815860,2.000e-01,NaN
1682816040,NaN,2.000e-01
1682816100,NaN,2.000e-01
1682816160,NaN,2.000e-01
1682816220,NaN,2.000e-01
1682816280,NaN,2.000e-01
1682816340,NaN,2.000e-01
1682816400,NaN,2.000e-01
1682816460,NaN,2.000e-01
1682816640,2.000e-01,NaN
1682816700,2.000e-01,NaN
1682816760,2.000e-01,NaN
1682816820,2.000e-01,NaN
1682816880,2.000e-01,NaN
1682816940,2.000e-01,NaN
1682817000,2.000e-01,NaN
1682817240,NaN,2.000e-01
1682817300,NaN,2.000e-01
1682817360,NaN,2.000e-01
1682817420,NaN,2.000e-01
1682817480,NaN,2.000e-01
1682817540,NaN,2.000e-01
1682817600,NaN,2.000e-01
1682817840,2.000e-01,NaN
1682817900,2.000e-01,NaN
1682817960,2.000e-01,NaN
1682818020,2.000e-01,NaN
1682818080,2.000e-01,NaN
1682818140,2.000e-01,NaN
1682818200,2.000e-01,NaN
1682818260,2.000e-01,NaN
1682818440,NaN,2.000e-01
1682818500,NaN,2.000e-01
1682818560,NaN,2.000e-01
1682818620,NaN,2.000e-01
1682818680,NaN,2.000e-01
1682818740,NaN,2.000e-01
1682818800,NaN,2.000e-01
1682818860,NaN,2.000e-01
1682819040,2.000e-01,NaN
1682819100,2.000e-01,NaN
1682819160,2.000e-01,NaN
1682819220,2.000e-01,NaN
1682819280,2.000e-01,NaN
1682819340,2.000e-01,NaN
1682819400,2.000e-01,NaN
1682819460,2.000e-01,NaN
1682819640,NaN,2.000e-01
1682819700,NaN,2.000e-01
1682819760,NaN,2.000e-01
1682819820,NaN,2.000e-01
1682819880,NaN,2.000e-01
1682819940,NaN,2.000e-01
1682820000,NaN,2.000e-01
1682820060,NaN,2.000e-01
1682820240,2.000e-01,NaN
1682820300,2.000e-01,NaN
1682820360,2.000e-01,NaN
1682820420,2.000e-01,NaN
1682820480,2.000e-01,NaN
1682820540,2.000e-01,NaN
1682820600,2.000e-01,NaN
1682820660,2.000e-01,NaN
1682820840,NaN,2.000e-01
1682820900,NaN,2.000e-01
1682820960,NaN,2.000e-01
1682821020,NaN,2.000e-01
1682821080,NaN,2.000e-01
1682821140,NaN,2.000e-01
1682821200,NaN,2.000e-01
1682821260,NaN,2.000e-01
1682821440,2.000e-01,NaN
1682821500,2.000e-01,NaN
1682821560,2.000e-01,NaN
1682821620,2.000e-01,NaN
1682821680,2.000e-01,NaN
1682821740,2.000e-01,NaN
1682821800,2.000e-01,NaN
1682821860,2.000e-01,NaN
1682822040,NaN,2.000e-01
1682822100,NaN,2.000e-01
1682822160,NaN,2.000e-01
1682822220,NaN,2.000e-01
1682822280,NaN,2.000e-01
1682822340,NaN,2.000e-01
1682822400,NaN,2.000e-01
1682822460,NaN,2.000e-01
1682822640,4.170e-01,NaN
1682822700,4.280e-01,NaN
1682822760,2.000e-01,NaN
1682822820,2.000e-01,NaN
1682822880,2.000e-01,NaN
1682822940,2.000e-01,NaN
1682823000,2.000e-01,NaN
1682823060,2.000e-01,NaN
1682823240,NaN,2.000e-01
1682823300,NaN,2.000e-01
1682823360,NaN,2.000e-01
1682823420,NaN,2.000e-01
1682823480,NaN,2.000e-01
1682823540,NaN,2.000e-01
1682823600,NaN,2.000e-01
1682823660,NaN,2.000e-01
1682823840,2.000e-01,NaN
1682823900,2.000e-01,NaN
1682823960,2.000e-01,NaN
1682824020,2.000e-01,NaN
1682824080,2.000e-01,NaN
1682824140,2.000e-01,NaN
1682824200,2.000e-01,NaN
1682824260,2.000e-01,NaN
1682824440,NaN,2.000e-01
1682824500,NaN,2.000e-01
1682824560,NaN,2.000e-01
1682824620,NaN,2.000e-01
1682824680,NaN,2.000e-01
1682824740,NaN,2.000e-01
1682824800,NaN,2.000e-01
1682824860,NaN,2.000e-01
1682825040,2.000e-01,NaN
1682825100,2.000e-01,NaN
1682825160,2.000e-01,NaN
1682825220,2.000e-01,NaN
1682825280,2.000e-01,NaN
1682825340,2.000e-01,NaN
1682825400,2.000e-01,NaN
1682825460,2.000e-01,NaN
1682825640,NaN,2.000e-01
1682825700,NaN,2.000e-01
1682825760,NaN,2.000e-01
1682825820,NaN,2.000e-01
1682825880,NaN,2.000e-01
1682825940,NaN,2.000e-01
1682826000,NaN,2.000e-01
1682826060,NaN,2.000e-01
1682826240,2.000e-01,NaN
1682826300,2.000e-01,NaN
1682826360,2.000e-01,NaN
1682826420,2.000e-01,NaN
1682826480,2.000e-01,NaN
1682826540,2.000e-01,NaN
1682826600,2.000e-01,NaN
1682826660,2.000e-01,NaN
1682826900,NaN,2.000e-01
1682826960,NaN,2.000e-01
1682827020,NaN,2.000e-01
1682827080,NaN,2.000e-01
1682827140,NaN,2.000e-01
1682827200,NaN,2.000e-01
1682827260,NaN,2.000e-01
1682827440,2.000e-01,NaN
1682827500,2.000e-01,NaN
1682827560,2.000e-01,NaN
1682827620,2.000e-01,NaN
1682827680,2.000e-01,NaN
1682827740,2.000e-01,NaN
1682827800,2.000e-01,NaN
1682827860,2.000e-01,NaN
1682828040,NaN,2.000e-01
1682828100,NaN,2.000e-01
1682828160,NaN,2.000e-01
1682828220,NaN,2.000e-01
1682828280,NaN,2.000e-01
1682828340,NaN,2.000e-01
1682828400,NaN,2.000e-01
1682828460,NaN,2.000e-01
1682828640,2.000e-01,NaN
1682828700,2.000e-01,NaN
1682828760,2.000e-01,NaN
1682828820,4.970e-01,NaN
1682828880,9.020e-01,NaN
1682828940,1.059e+00,NaN
1682829000,1.116e+00,NaN
1682829060,1.210e+00,NaN
1682829240,NaN,2.000e-01
1682829300,NaN,1.226e+00
1682829360,NaN,2.521e+00
1682829420,NaN,3.795e+00
1682829480,NaN,5.251e+00
1682829540,NaN,5.858e+00
1682829600,NaN,5.754e+00
1682829660,NaN,5.629e+00
1682829840,1.261e+00,NaN
1682829900,1.448e+00,NaN
1682829960,1.914e+00,NaN
1682830020,2.240e+00,NaN
1682830080,2.958e+00,NaN
1682830140,3.561e+00,NaN
1682830200,3.703e+00,NaN
1682830260,3.836e+00,NaN
1682830440,NaN,5.461e+00
1682830500,NaN,4.549e+00
1682830560,NaN,3.500e+00
1682830620,NaN,2.637e+00
1682830680,NaN,2.181e+00
1682830740,NaN,2.230e+00
1682830800,NaN,2.547e+00
1682830860,NaN,2.903e+00
1682831040,3.723e+00,NaN
1682831100,3.000e+00,NaN
1682831160,2.123e+00,NaN
1682831220,1.342e+00,NaN
1682831280,6.260e-01,NaN
1682831340,2.000e-01,NaN
1682831400,2.000e-01,NaN
1682831460,2.000e-01,NaN
1682831640,NaN,2.881e+00
1682831700,NaN,2.362e+00
1682831760,NaN,1.706e+00
1682831820,NaN,1.545e+00
1682831880,NaN,1.500e+00
1682831940,NaN,1.445e+00
1682832000,NaN,2.013e+00
1682832060,NaN,2.588e+00
1682832240,2.000e-01,NaN
1682832300,2.000e-01,NaN
1682832360,2.000e-01,NaN
1682832420,2.000e-01,NaN
1682832480,2.000e-01,NaN
1682832540,2.000e-01,NaN
1682832600,2.000e-01,NaN
1682832660,2.000e-01,NaN
1682832840,NaN,2.631e+00
1682832900,NaN,2.220e+00
1682832960,NaN,1.548e+00
1682833020,NaN,8.650e-01
1682833080,NaN,2.000e-01
1682833140,NaN,2.000e-01
1682833200,NaN,2.000e-01
1682833440,2.000e-01,NaN
1682833500,6.310e-01,NaN
1682833560,1.306e+00,NaN
1682833620,1.595e+00,NaN
1682833680,2.187e+00,NaN
1682833740,2.777e+00,NaN
1682833800,2.992e+00,NaN
1682833860,2.870e+00,NaN
1682834040,NaN,2.000e-01
1682834100,NaN,2.000e-01
1682834160,NaN,2.000e-01
1682834220,NaN,2.000e-01
1682834280,NaN,2.000e-01
1682834340,NaN,2.000e-01
1682834400,NaN,2.000e-01
1682834460,NaN,2.000e-01
1682834520,NaN,2.000e-01
1682834580,NaN,2.000e-01
1682834640,NaN,2.000e-01
1682839860,NaN,2.000e-01
1682839920,NaN,2.000e-01
1682839980,NaN,2.000e-01
1682840040,NaN,2.000e-01
1682840100,NaN,2.000e-01
1682840160,NaN,2.000e-01
1682840220,NaN,2.000e-01
1682840280,NaN,2.000e-01
1682840340,NaN,2.000e-01
1682840400,NaN,2.000e-01
1682840580,2.000e-01,NaN
1682840640,2.000e-01,NaN
1682840700,2.000e-01,NaN
1682840760,2.000e-01,NaN
1682840820,2.000e-01,NaN
1682840880,2.000e-01,NaN
1682840940,4.510e-01,NaN
1682841000,2.000e-01,NaN
1682841180,NaN,4.700e-01
1682841240,NaN,4.730e-01
1682841300,NaN,5.300e-01
1682841360,NaN,5.880e-01
1682841420,NaN,5.190e-01
1682841480,NaN,2.000e-01
1682841540,NaN,4.120e-01
1682841600,NaN,4.650e-01
1682841780,2.000e-01,NaN
1682841840,4.870e-01,NaN
1682841900,6.310e-01,NaN
1682841960,7.640e-01,NaN
1682842020,8.890e-01,NaN
1682842080,9.730e-01,NaN
1682842140,9.070e-01,NaN
1682842200,8.760e-01,NaN
1682842440,NaN,4.730e-01
1682842500,NaN,2.000e-01
1682842560,NaN,2.000e-01
1682842620,NaN,2.000e-01
1682842680,NaN,2.000e-01
1682842740,NaN,2.000e-01
1682842800,NaN,2.000e-01
1682842980,8.740e-01,NaN
1682843040,9.610e-01,NaN
1682843100,1.095e+00,NaN
1682843160,1.332e+00,NaN
1682843220,1.503e+00,NaN
1682843280,1.514e+00,NaN
1682843340,1.398e+00,NaN
1682843400,1.194e+00,NaN
1682843640,NaN,2.000e-01
1682843700,NaN,2.000e-01
1682843760,NaN,2.000e-01
1682843820,NaN,2.000e-01
1682843880,NaN,2.000e-01
1682843940,NaN,2.000e-01
1682844000,NaN,2.000e-01
1682844180,1.107e+00,NaN
1682844240,1.015e+00,NaN
1682844300,9.360e-01,NaN
1682844360,8.920e-01,NaN
1682844420,8.790e-01,NaN
1682844480,9.160e-01,NaN
1682844540,1.087e+00,NaN
1682844600,1.257e+00,NaN
1682844840,NaN,2.000e-01
1682844900,NaN,2.000e-01
1682844960,NaN,2.000e-01
1682845020,NaN,2.000e-01
1682845080,NaN,2.000e-01
1682845140,NaN,2.000e-01
1682845200,NaN,2.000e-01
1682845440,1.344e+00,NaN
1682845500,1.466e+00,NaN
1682845560,1.772e+00,NaN
1682845620,1.845e+00,NaN
1682845680,1.745e+00,NaN
1682845740,1.685e+00,NaN
1682845800,1.298e+00,NaN
1682845980,NaN,2.000e-01
1682846040,NaN,2.000e-01
1682846100,NaN,2.000e-01
1682846160,NaN,2.000e-01
1682846220,NaN,2.000e-01
1682846280,NaN,2.000e-01
1682846340,NaN,2.000e-01
1682846400,NaN,2.000e-01
1682846580,1.115e+00,NaN
1682846640,8.500e-01,NaN
1682846700,6.120e-01,NaN
1682846760,5.570e-01,NaN
1682846820,5.590e-01,NaN
1682846880,5.750e-01,NaN
1682846940,6.140e-01,NaN
1682847000,6.500e-01,NaN
1682847180,NaN,2.000e-01
1682847240,NaN,2.000e-01
1682847300,NaN,2.000e-01
1682847360,NaN,2.000e-01
1682847420,NaN,2.000e-01
1682847480,NaN,2.000e-01
1682847540,NaN,2.000e-01
1682847600,NaN,2.000e-01
1682847780,6.480e-01,NaN
1682847840,6.630e-01,NaN
1682847900,6.640e-01,NaN
1682847960,6.590e-01,NaN
1682848020,6.400e-01,NaN
1682848080,6.190e-01,NaN
1682848140,6.180e-01,NaN
1682848200,5.980e-01,NaN
1682848440,NaN,2.000e-01
1682848500,NaN,2.000e-01
