rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1689493200,1.901e+01,1.450e+01,5.138e-01,3.919e-01
1689493800,2.610e+01,6.001e+00,7.054e-01,1.622e-01
1689494400,2.611e+01,4.001e+00,7.055e-01,1.081e-01
1689495000,1.492e+01,8.501e+00,4.031e-01,2.298e-01
1689495600,2.163e+01,5.001e+00,5.847e-01,1.352e-01
1689496200,1.075e+01,3.501e+00,2.906e-01,9.461e-02
1689496800,1.959e+01,1.800e+01,5.294e-01,4.866e-01
1689497400,1.917e+01,8.501e+00,5.182e-01,2.298e-01
1689498000,2.902e+01,1.000e+00,7.844e-01,2.705e-02
1689498600,1.946e+01,1.700e+01,5.260e-01,4.595e-01
1689499200,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689499800,8.675e+00,9.501e+00,2.345e-01,2.568e-01
1689500400,4.143e+00,7.001e+00,1.120e-01,1.892e-01
1689501000,1.080e+01,1.000e+00,2.918e-01,2.705e-02
1689501600,4.275e+00,6.501e+00,1.155e-01,1.757e-01
1689502200,1.000e+00,7.001e+00,2.705e-02,1.892e-01
1689502800,1.313e+01,1.000e+00,3.548e-01,2.705e-02
1689503400,4.209e+00,5.001e+00,1.138e-01,1.352e-01
1689504000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689504600,2.000e+01,6.990e+00,5.405e-01,1.889e-01
1689505200,1.081e+01,5.001e+00,2.920e-01,1.352e-01
1689505800,1.081e+01,3.000e+00,2.921e-01,8.109e-02
1689506400,1.530e+01,2.500e+00,4.136e-01,6.758e-02
1689507000,2.230e+01,7.501e+00,6.027e-01,2.027e-01
1689507600,4.077e+00,1.000e+00,1.102e-01,2.705e-02
1689508200,6.475e+00,2.000e+00,1.750e-01,2.705e-02
1689508800,4.143e+00,1.250e+01,1.120e-01,3.379e-01
1689509400,1.082e+01,1.000e+00,2.923e-01,2.705e-02
1689510000,1.533e+01,3.000e+00,4.143e-01,8.109e-02
1689510600,1.509e+01,8.501e+00,4.080e-01,2.298e-01
1689511200,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689511800,2.238e+01,1.000e+00,6.049e-01,2.705e-02
1689512400,3.690e+01,9.501e+00,9.974e-01,2.568e-01
1689513000,1.294e+01,1.000e+00,3.498e-01,2.705e-02
1689513600,4.143e+00,1.050e+01,1.120e-01,2.838e-01
1689514200,1.532e+01,1.000e+00,4.142e-01,2.705e-02
1689514800,1.293e+01,7.501e+00,3.494e-01,2.027e-01
1689515400,1.985e+01,5.001e+00,5.364e-01,1.352e-01
1689516000,1.986e+01,3.000e+00,5.367e-01,8.109e-02
1689516600,1.512e+01,5.001e+00,4.087e-01,1.352e-01
1689517200,1.086e+01,4.001e+00,2.934e-01,1.081e-01
1689517800,1.529e+01,5.501e+00,4.133e-01,1.487e-01
1689518400,1.066e+01,1.000e+00,2.882e-01,2.705e-02
1689519000,1.759e+01,1.250e+01,4.754e-01,3.379e-01
1689519600,4.077e+00,2.500e+00,1.102e-01,6.758e-02
1689520200,1.525e+01,5.491e+00,4.122e-01,1.484e-01
1689520800,6.475e+00,1.150e+01,1.750e-01,3.109e-01
1689521400,2.001e+01,1.000e+00,5.407e-01,2.705e-02
1689522000,8.675e+00,8.501e+00,2.345e-01,2.298e-01
1689522600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689523200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689523800,1.768e+01,1.200e+01,4.778e-01,3.244e-01
1689524400,1.989e+01,1.000e+00,5.376e-01,2.705e-02
1689525000,2.159e+00,9.001e+00,5.835e-02,2.433e-01
1689525600,1.304e+01,1.000e+00,3.523e-01,2.705e-02
1689526200,8.543e+00,8.001e+00,2.309e-01,2.162e-01
1689526800,1.754e+01,5.001e+00,4.741e-01,1.352e-01
1689527400,1.308e+01,1.100e+01,3.535e-01,2.973e-01
1689528000,1.520e+01,4.001e+00,4.108e-01,1.081e-01
1689528600,1.526e+01,9.501e+00,4.123e-01,2.568e-01
1689529200,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689529800,1.537e+01,1.000e+00,4.154e-01,2.705e-02
1689530400,4.143e+00,2.500e+00,1.120e-01,6.758e-02
1689531000,1.304e+01,3.500e+00,3.525e-01,9.461e-02
1689531600,8.609e+00,9.001e+00,2.327e-01,2.433e-01
1689532200,1.081e+01,4.501e+00,2.922e-01,1.216e-01
1689532800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689533400,1.539e+01,1.050e+01,4.159e-01,2.838e-01
1689534000,1.987e+01,1.000e+00,5.370e-01,2.705e-02
1689534600,2.075e+00,1.000e+01,5.607e-02,2.703e-01
1689535200,2.731e+01,1.000e+00,7.380e-01,2.705e-02
1689535800,1.527e+01,1.198e+01,4.126e-01,3.238e-01
1689536400,1.293e+01,1.000e+00,3.494e-01,2.705e-02
1689537000,1.307e+01,4.501e+00,3.532e-01,1.216e-01
1689537600,1.307e+01,7.501e+00,3.532e-01,2.027e-01
1689538200,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689538800,8.609e+00,9.501e+00,2.327e-01,2.568e-01
1689539400,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1689540000,2.009e+00,2.500e+00,5.428e-02,6.758e-02
1689540600,1.542e+01,3.500e+00,4.166e-01,9.461e-02
1689541200,6.343e+00,1.050e+01,1.714e-01,2.838e-01
1689541800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689542400,2.075e+00,2.500e+00,5.607e-02,6.758e-02
1689543000,1.076e+01,7.001e+00,2.907e-01,1.892e-01
1689543600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689544200,1.777e+01,5.001e+00,4.804e-01,1.352e-01
1689544800,1.539e+01,1.000e+00,4.159e-01,2.705e-02
1689545400,8.609e+00,7.001e+00,2.327e-01,1.892e-01
1689546000,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689546600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689547200,8.675e+00,5.001e+00,2.345e-01,1.352e-01
1689547800,2.075e+00,6.001e+00,5.607e-02,1.622e-01
1689548400,1.765e+01,1.000e+00,4.770e-01,2.705e-02
1689549000,2.075e+00,2.000e+00,5.607e-02,2.705e-02
1689549600,8.609e+00,8.501e+00,2.327e-01,2.298e-01
1689550200,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689550800,1.076e+01,3.500e+00,2.907e-01,9.461e-02
1689551400,8.594e+00,4.493e+00,2.323e-01,1.214e-01
1689552000,4.827e+00,6.501e+00,1.305e-01,1.757e-01
1689552600,1.545e+01,1.000e+00,4.177e-01,2.705e-02
1689553200,6.409e+00,5.501e+00,1.732e-01,1.487e-01
1689553800,2.009e+00,6.001e+00,5.429e-02,1.622e-01
1689554400,6.343e+00,3.500e+00,1.714e-01,9.461e-02
1689555000,1.082e+01,1.000e+00,2.925e-01,2.705e-02
1689555600,2.015e+01,3.501e+00,5.447e-01,9.461e-02
1689556200,1.524e+01,1.000e+00,4.120e-01,2.705e-02
1689556800,8.609e+00,3.000e+00,2.327e-01,8.109e-02
1689557400,1.075e+01,3.000e+00,2.904e-01,8.109e-02
1689558000,1.531e+01,2.500e+00,4.139e-01,6.758e-02
1689558600,6.475e+00,9.501e+00,1.750e-01,2.568e-01
1689559200,1.539e+01,1.000e+00,4.160e-01,2.705e-02
1689559800,8.609e+00,1.250e+01,2.327e-01,3.379e-01
1689560400,2.005e+01,1.000e+00,5.418e-01,2.705e-02
1689561000,8.675e+00,8.501e+00,2.345e-01,2.298e-01
1689561600,2.075e+00,2.500e+00,5.607e-02,6.758e-02
1689562200,4.275e+00,7.001e+00,1.155e-01,1.892e-01
1689562800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689563400,1.536e+01,3.501e+00,4.152e-01,9.461e-02
1689564000,1.986e+01,3.000e+00,5.366e-01,8.109e-02
1689564600,1.087e+01,6.001e+00,2.938e-01,1.622e-01
1689565200,2.233e+01,1.000e+00,6.036e-01,2.705e-02
1689565800,1.738e+01,4.501e+00,4.698e-01,1.216e-01
1689566400,1.516e+01,2.000e+00,4.098e-01,2.705e-02
1689567000,1.514e+01,2.496e+00,4.091e-01,6.747e-02
1689567600,6.475e+00,1.150e+01,1.750e-01,3.109e-01
1689568200,2.462e+01,2.500e+00,6.654e-01,6.758e-02
1689568800,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1689569400,1.302e+01,6.001e+00,3.520e-01,1.622e-01
1689570000,1.074e+01,1.000e+00,2.902e-01,2.705e-02
1689570600,6.343e+00,5.501e+00,1.714e-01,1.487e-01
1689571200,1.989e+01,5.501e+00,5.377e-01,1.487e-01
1689571800,1.987e+01,1.100e+01,5.371e-01,2.973e-01
1689572400,6.277e+00,1.000e+00,1.696e-01,2.705e-02
1689573000,2.725e+01,5.001e+00,7.364e-01,1.352e-01
1689573600,1.297e+01,6.501e+00,3.506e-01,1.757e-01
1689574200,4.209e+00,4.501e+00,1.137e-01,1.216e-01
1689574800,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1689575400,2.009e+00,9.001e+00,5.428e-02,2.433e-01
1689576000,2.977e+01,2.500e+00,8.046e-01,6.758e-02
1689576600,1.299e+01,7.001e+00,3.510e-01,1.892e-01
1689577200,8.543e+00,6.001e+00,2.309e-01,1.622e-01
1689577800,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689578400,1.529e+01,4.501e+00,4.132e-01,1.216e-01
1689579000,4.275e+00,1.050e+01,1.155e-01,2.838e-01
1689579600,1.311e+01,1.000e+00,3.543e-01,2.705e-02
1689580200,6.211e+00,9.001e+00,1.679e-01,2.433e-01
1689580800,1.000e+00,1.050e+01,2.705e-02,2.838e-01
1689581400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689582000,1.536e+01,1.100e+01,4.152e-01,2.973e-01
1689582600,1.509e+01,8.986e+00,4.079e-01,2.429e-01
1689583200,1.290e+01,1.000e+00,3.487e-01,2.705e-02
1689583800,1.747e+01,1.000e+00,4.721e-01,2.705e-02
1689584400,1.080e+01,9.501e+00,2.920e-01,2.568e-01
1689585000,1.528e+01,4.001e+00,4.131e-01,1.081e-01
1689585600,8.609e+00,1.000e+01,2.327e-01,2.703e-01
1689586200,1.074e+01,5.001e+00,2.903e-01,1.352e-01
1689586800,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689587400,4.319e+01,1.300e+01,1.167e+00,3.514e-01
1689588000,2.682e+01,9.001e+00,7.248e-01,2.433e-01
1689588600,1.973e+01,9.001e+00,5.333e-01,2.433e-01
1689589200,1.288e+01,2.500e+00,3.480e-01,6.758e-02
1689589800,6.409e+00,1.400e+01,1.732e-01,3.784e-01
1689590400,8.411e+00,1.000e+00,2.273e-01,2.705e-02
1689591000,2.230e+01,1.850e+01,6.026e-01,5.001e-01
1689591600,8.477e+00,7.001e+00,2.291e-01,1.892e-01
1689592200,1.978e+01,1.000e+00,5.346e-01,2.705e-02
1689592800,2.950e+01,1.800e+01,7.972e-01,4.866e-01
1689593400,1.959e+01,4.001e+00,5.296e-01,1.081e-01
1689594000,2.907e+01,9.501e+00,7.857e-01,2.568e-01
1689594600,1.170e+01,1.450e+01,3.161e-01,3.919e-01
1689595200,2.670e+01,1.000e+00,7.217e-01,2.705e-02
1689595800,1.732e+01,1.150e+01,4.682e-01,3.109e-01
1689596400,1.499e+01,4.501e+00,4.051e-01,1.216e-01
1689597000,2.199e+01,2.050e+01,5.942e-01,5.541e-01
1689597600,1.286e+01,1.050e+01,3.476e-01,2.838e-01
1689598200,1.077e+01,1.248e+01,2.909e-01,3.373e-01
1689598800,3.041e+01,1.150e+01,8.219e-01,3.109e-01
1689599400,1.961e+01,1.000e+00,5.300e-01,2.705e-02
1689600000,2.201e+01,1.950e+01,5.950e-01,5.271e-01
1689600600,1.292e+01,7.001e+00,3.492e-01,1.892e-01
1689601200,8.609e+00,2.250e+01,2.327e-01,6.082e-01
1689601800,1.297e+01,1.000e+00,3.505e-01,2.705e-02
1689602400,1.520e+01,2.000e+00,4.108e-01,2.705e-02
1689603000,1.079e+01,9.001e+00,2.916e-01,2.433e-01
1689603600,1.529e+01,1.000e+00,4.132e-01,2.705e-02
1689604200,1.073e+01,8.501e+00,2.899e-01,2.298e-01
1689604800,2.075e+00,6.001e+00,5.607e-02,1.622e-01
1689605400,1.303e+01,8.001e+00,3.522e-01,2.162e-01
1689606000,1.998e+01,4.501e+00,5.400e-01,1.216e-01
1689606600,1.977e+01,1.050e+01,5.343e-01,2.838e-01
1689607200,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689607800,8.675e+00,2.000e+01,2.345e-01,5.406e-01
1689608400,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689609000,4.209e+00,8.501e+00,1.137e-01,2.298e-01
1689609600,1.534e+01,5.501e+00,4.145e-01,1.487e-01
1689610200,1.996e+01,6.501e+00,5.393e-01,1.757e-01
1689610800,4.209e+00,1.050e+01,1.137e-01,2.838e-01
1689611400,1.297e+01,1.000e+00,3.507e-01,2.705e-02
1689612000,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689612600,4.209e+00,6.001e+00,1.137e-01,1.622e-01
1689613200,6.277e+00,8.001e+00,1.696e-01,2.162e-01
1689613800,6.332e+00,2.496e+00,1.711e-01,6.746e-02
1689614400,1.523e+01,5.001e+00,4.117e-01,1.352e-01
1689615000,6.409e+00,3.000e+00,1.732e-01,8.109e-02
1689615600,1.075e+01,5.501e+00,2.906e-01,1.487e-01
1689616200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689616800,8.675e+00,2.500e+00,2.345e-01,6.758e-02
1689617400,1.299e+01,1.000e+01,3.512e-01,2.703e-01
1689618000,1.526e+01,1.000e+00,4.124e-01,2.705e-02
1689618600,1.000e+00,5.001e+00,2.705e-02,1.352e-01
1689619200,6.343e+00,2.000e+00,1.714e-01,2.705e-02
1689619800,1.082e+01,1.300e+01,2.924e-01,3.514e-01
1689620400,2.009e+00,1.000e+00,5.429e-02,2.705e-02
1689621000,1.309e+01,1.000e+01,3.537e-01,2.703e-01
1689621600,6.475e+00,6.001e+00,1.750e-01,1.622e-01
1689622200,1.530e+01,1.000e+00,4.135e-01,2.705e-02
1689622800,1.312e+01,1.100e+01,3.546e-01,2.973e-01
1689623400,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689624000,2.009e+00,1.000e+00,5.429e-02,2.705e-02
1689624600,2.075e+00,7.501e+00,5.607e-02,2.027e-01
1689625200,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1689625800,8.543e+00,8.501e+00,2.309e-01,2.298e-01
1689626400,4.209e+00,2.000e+00,1.138e-01,2.705e-02
1689627000,1.090e+01,1.000e+00,2.945e-01,2.705e-02
1689627600,8.543e+00,1.250e+01,2.309e-01,3.379e-01
1689628200,1.546e+01,1.000e+00,4.178e-01,2.705e-02
1689628800,1.299e+01,1.000e+00,3.512e-01,2.705e-02
1689629400,6.464e+00,6.990e+00,1.747e-01,1.889e-01
1689630000,4.745e+00,2.500e+00,1.282e-01,6.758e-02
1689630600,1.000e+00,2.500e+00,2.705e-02,6.758e-02
1689631200,8.609e+00,7.501e+00,2.327e-01,2.027e-01
1689631800,7.270e+00,2.000e+00,1.965e-01,2.705e-02
1689632400,8.543e+00,4.501e+00,2.309e-01,1.216e-01
1689633000,1.301e+01,4.001e+00,3.518e-01,1.081e-01
1689633600,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1689634200,4.275e+00,4.501e+00,1.155e-01,1.216e-01
1689634800,1.083e+01,1.000e+01,2.926e-01,2.703e-01
1689635400,1.315e+01,1.000e+00,3.554e-01,2.705e-02
1689636000,1.000e+00,2.500e+00,2.705e-02,6.758e-02
1689636600,6.409e+00,3.500e+00,1.732e-01,9.461e-02
1689637200,1.533e+01,2.000e+00,4.143e-01,2.705e-02
1689637800,4.143e+00,5.001e+00,1.120e-01,1.352e-01
1689638400,1.089e+01,1.000e+00,2.943e-01,2.705e-02
1689639000,2.014e+01,3.000e+00,5.444e-01,8.109e-02
1689639600,8.543e+00,2.500e+00,2.309e-01,6.758e-02
1689640200,1.088e+01,4.001e+00,2.940e-01,1.081e-01
1689640800,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689641400,4.209e+00,4.001e+00,1.137e-01,1.081e-01
1689642000,1.089e+01,7.001e+00,2.942e-01,1.892e-01
1689642600,4.275e+00,6.501e+00,1.155e-01,1.757e-01
1689643200,1.294e+01,1.000e+00,3.497e-01,2.705e-02
1689643800,1.088e+01,4.001e+00,2.941e-01,1.081e-01
1689644400,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689645000,1.087e+01,3.994e+00,2.937e-01,1.079e-01
1689645600,1.306e+01,3.000e+00,3.530e-01,8.109e-02
1689646200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689646800,2.010e+01,1.500e+01,5.432e-01,4.055e-01
1689647400,1.978e+01,1.000e+00,5.347e-01,2.705e-02
1689648000,1.087e+01,2.000e+00,2.937e-01,2.705e-02
1689648600,8.675e+00,4.001e+00,2.345e-01,1.081e-01
1689649200,2.225e+01,5.501e+00,6.014e-01,1.487e-01
1689649800,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1689650400,1.298e+01,8.001e+00,3.507e-01,2.162e-01
1689651000,7.131e+00,1.100e+01,1.927e-01,2.973e-01
1689651600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689652200,3.246e+01,5.501e+00,8.774e-01,1.487e-01
1689652800,1.298e+01,4.501e+00,3.509e-01,1.216e-01
1689653400,2.207e+01,4.001e+00,5.964e-01,1.081e-01
1689654000,2.212e+01,4.501e+00,5.978e-01,1.216e-01
1689654600,2.206e+01,6.001e+00,5.962e-01,1.622e-01
1689655200,2.478e+01,4.001e+00,6.697e-01,1.081e-01
1689655800,1.736e+01,1.000e+00,4.692e-01,2.705e-02
1689656400,1.738e+01,6.501e+00,4.698e-01,1.757e-01
1689657000,1.078e+01,1.000e+00,2.914e-01,2.705e-02
1689657600,2.075e+00,1.100e+01,5.607e-02,2.973e-01
1689658200,8.675e+00,4.001e+00,2.345e-01,1.081e-01
1689658800,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689659400,1.523e+01,2.500e+00,4.117e-01,6.758e-02
1689660000,6.475e+00,6.501e+00,1.750e-01,1.757e-01
1689660600,1.308e+01,1.000e+00,3.536e-01,2.705e-02
1689661200,6.409e+00,1.200e+01,1.732e-01,3.244e-01
1689661800,4.209e+00,1.000e+00,1.137e-01,2.705e-02
1689662400,8.543e+00,7.001e+00,2.309e-01,1.892e-01
1689663000,1.088e+01,1.000e+00,2.941e-01,2.705e-02
1689663600,6.475e+00,5.501e+00,1.750e-01,1.487e-01
1689664200,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689664800,1.761e+01,2.000e+00,4.759e-01,2.705e-02
1689665400,4.143e+00,4.001e+00,1.120e-01,1.081e-01
1689666000,1.528e+01,1.050e+01,4.130e-01,2.838e-01
1689666600,1.741e+01,1.000e+00,4.706e-01,2.705e-02
1689667200,8.609e+00,5.501e+00,2.327e-01,1.487e-01
1689667800,1.304e+01,1.000e+00,3.523e-01,2.705e-02
1689668400,8.477e+00,1.100e+01,2.291e-01,2.973e-01
1689669000,1.524e+01,4.501e+00,4.119e-01,1.216e-01
1689669600,2.712e+01,3.501e+00,7.329e-01,9.461e-02
1689670200,1.305e+01,3.000e+00,3.526e-01,8.109e-02
1689670800,1.530e+01,1.000e+01,4.136e-01,2.703e-01
1689671400,3.210e+01,5.501e+00,8.676e-01,1.487e-01
1689672000,1.281e+01,1.000e+00,3.462e-01,2.705e-02
1689672600,1.512e+01,1.600e+01,4.086e-01,4.325e-01
1689673200,1.297e+01,5.001e+00,3.505e-01,1.352e-01
1689673800,1.291e+01,1.500e+01,3.490e-01,4.055e-01
1689674400,1.980e+01,1.000e+00,5.351e-01,2.705e-02
1689675000,8.543e+00,5.001e+00,2.309e-01,1.352e-01
1689675600,1.514e+01,1.000e+00,4.091e-01,2.705e-02
1689676200,1.079e+01,9.501e+00,2.917e-01,2.568e-01
1689676800,1.067e+01,1.650e+01,2.883e-01,4.460e-01
1689677400,2.451e+01,3.501e+00,6.623e-01,9.461e-02
1689678000,1.969e+01,4.001e+00,5.322e-01,1.081e-01
1689678600,6.277e+00,7.001e+00,1.697e-01,1.892e-01
1689679200,2.455e+01,2.050e+01,6.634e-01,5.541e-01
1689679800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689680400,1.759e+01,7.501e+00,4.755e-01,2.027e-01
1689681000,1.980e+01,7.501e+00,5.351e-01,2.027e-01
1689681600,1.297e+01,1.100e+01,3.506e-01,2.973e-01
1689682200,3.188e+01,1.650e+01,8.618e-01,4.460e-01
1689682800,1.078e+01,1.000e+01,2.913e-01,2.703e-01
1689683400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689684000,1.086e+01,2.200e+01,2.936e-01,5.947e-01
1689684600,1.080e+01,4.501e+00,2.918e-01,1.216e-01
1689685200,1.073e+01,1.300e+01,2.901e-01,3.514e-01
1689685800,1.087e+01,1.100e+01,2.937e-01,2.973e-01
1689686400,2.228e+01,7.501e+00,6.021e-01,2.027e-01
1689687000,1.073e+01,1.250e+01,2.900e-01,3.379e-01
1689687600,1.086e+01,1.500e+01,2.936e-01,4.055e-01
1689688200,1.526e+01,6.501e+00,4.124e-01,1.757e-01
1689688800,8.477e+00,4.501e+00,2.291e-01,1.216e-01
1689689400,1.074e+01,1.050e+01,2.902e-01,2.838e-01
1689690000,1.080e+01,1.850e+01,2.920e-01,5.001e-01
1689690600,3.224e+01,1.000e+01,8.713e-01,2.703e-01
1689691200,1.077e+01,1.000e+00,2.911e-01,2.705e-02
1689691800,1.080e+01,8.001e+00,2.918e-01,2.162e-01
1689692400,2.462e+01,1.500e+01,6.655e-01,4.055e-01
1689693000,1.505e+01,1.100e+01,4.068e-01,2.973e-01
1689693600,1.298e+01,1.000e+00,3.507e-01,2.705e-02
1689694200,2.931e+01,7.001e+00,7.920e-01,1.892e-01
1689694800,1.084e+01,1.150e+01,2.931e-01,3.109e-01
1689695400,1.297e+01,2.000e+00,3.506e-01,2.705e-02
1689696000,1.298e+01,9.001e+00,3.507e-01,2.433e-01
1689696600,3.460e+01,1.000e+00,9.350e-01,2.705e-02
1689697200,1.292e+01,1.550e+01,3.493e-01,4.190e-01
1689697800,4.275e+00,5.501e+00,1.155e-01,1.487e-01
1689698400,9.424e+00,1.000e+00,2.547e-01,2.705e-02
1689699000,1.307e+01,1.550e+01,3.532e-01,4.190e-01
1689699600,1.080e+01,1.000e+00,2.918e-01,2.705e-02
1689700200,8.609e+00,5.501e+00,2.327e-01,1.487e-01
1689700800,6.409e+00,1.400e+01,1.732e-01,3.784e-01
1689701400,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689702000,1.539e+01,1.650e+01,4.160e-01,4.460e-01
1689702600,1.081e+01,1.000e+00,2.921e-01,2.705e-02
1689703200,1.760e+01,8.501e+00,4.758e-01,2.298e-01
1689703800,1.968e+01,5.001e+00,5.319e-01,1.352e-01
1689704400,1.530e+01,8.501e+00,4.136e-01,2.298e-01
1689705000,1.000e+00,5.501e+00,2.705e-02,1.487e-01
1689705600,1.088e+01,4.501e+00,2.940e-01,1.216e-01
1689706200,2.484e+01,1.000e+00,6.714e-01,2.705e-02
1689706800,8.529e+00,5.991e+00,2.305e-01,1.619e-01
1689707400,8.609e+00,6.001e+00,2.327e-01,1.622e-01
1689708000,1.303e+01,1.050e+01,3.521e-01,2.838e-01
1689708600,2.075e+00,5.001e+00,5.607e-02,1.352e-01
1689709200,1.299e+01,1.000e+00,3.509e-01,2.705e-02
1689709800,8.609e+00,8.501e+00,2.327e-01,2.298e-01
1689710400,2.009e+00,9.501e+00,5.429e-02,2.568e-01
1689711000,2.009e+00,1.000e+00,5.429e-02,2.705e-02
1689711600,1.082e+01,1.000e+01,2.925e-01,2.703e-01
1689712200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689712800,4.275e+00,3.000e+00,1.155e-01,8.109e-02
1689713400,4.275e+00,9.001e+00,1.155e-01,2.433e-01
1689714000,6.343e+00,2.000e+00,1.714e-01,2.705e-02
1689714600,4.209e+00,5.001e+00,1.138e-01,1.352e-01
1689715200,1.090e+01,4.501e+00,2.945e-01,1.216e-01
1689715800,1.089e+01,1.000e+00,2.943e-01,2.705e-02
1689716400,2.001e+01,3.000e+00,5.408e-01,8.109e-02
1689717000,1.081e+01,7.501e+00,2.922e-01,2.027e-01
1689717600,8.675e+00,3.501e+00,2.345e-01,9.461e-02
1689718200,8.675e+00,2.500e+00,2.345e-01,6.758e-02
1689718800,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689719400,2.075e+00,1.300e+01,5.607e-02,3.514e-01
1689720000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689720600,1.546e+01,2.500e+00,4.178e-01,6.758e-02
1689721200,1.541e+01,1.000e+00,4.166e-01,2.705e-02
1689721800,4.275e+00,1.100e+01,1.155e-01,2.973e-01
1689722400,1.080e+01,1.000e+00,2.919e-01,2.705e-02
1689723000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689723600,2.009e+00,4.501e+00,5.428e-02,1.216e-01
1689724200,8.609e+00,5.501e+00,2.327e-01,1.487e-01
1689724800,1.233e+01,9.501e+00,3.331e-01,2.568e-01
1689725400,1.307e+01,1.000e+00,3.531e-01,2.705e-02
1689726000,1.000e+00,7.501e+00,2.705e-02,2.027e-01
1689726600,2.009e+00,3.000e+00,5.428e-02,8.109e-02
1689727200,6.409e+00,6.001e+00,1.732e-01,1.622e-01
1689727800,2.009e+00,6.001e+00,5.428e-02,1.622e-01
1689728400,1.778e+01,1.000e+00,4.805e-01,2.705e-02
1689729000,4.275e+00,9.501e+00,1.155e-01,2.568e-01
1689729600,1.295e+01,4.501e+00,3.500e-01,1.216e-01
1689730200,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689730800,8.675e+00,5.501e+00,2.345e-01,1.487e-01
1689731400,8.609e+00,8.001e+00,2.327e-01,2.162e-01
1689732000,2.994e+01,1.000e+00,8.092e-01,2.705e-02
1689732600,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1689733200,6.475e+00,5.501e+00,1.750e-01,1.487e-01
1689733800,1.312e+01,2.000e+00,3.546e-01,2.705e-02
1689734400,4.275e+00,7.501e+00,1.155e-01,2.027e-01
1689735000,1.528e+01,4.001e+00,4.129e-01,1.081e-01
1689735600,2.009e+00,1.000e+00,5.428e-02,2.705e-02
1689736200,8.609e+00,4.001e+00,2.327e-01,1.081e-01
1689736800,1.542e+01,1.000e+00,4.168e-01,2.705e-02
1689737400,8.675e+00,6.001e+00,2.345e-01,1.622e-01
1689738000,8.463e+00,3.994e+00,2.287e-01,1.079e-01
1689738600,6.343e+00,8.001e+00,1.714e-01,2.162e-01
1689739200,4.209e+00,4.001e+00,1.138e-01,1.081e-01
1689739800,1.764e+01,1.000e+00,4.768e-01,2.705e-02
1689740400,2.006e+01,6.001e+00,5.422e-01,1.622e-01
1689741000,1.535e+01,1.000e+00,4.148e-01,2.705e-02
1689741600,8.675e+00,6.501e+00,2.345e-01,1.757e-01
1689742200,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689742800,8.609e+00,7.501e+00,2.327e-01,2.027e-01
1689743400,1.088e+01,1.150e+01,2.940e-01,3.109e-01
1689744000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689744600,1.088e+01,1.000e+00,2.940e-01,2.705e-02
1689745200,1.088e+01,1.000e+00,2.940e-01,2.705e-02
1689745800,1.074e+01,4.501e+00,2.904e-01,1.216e-01
