rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1684030200,1.533e+01,4.501e+00,4.143e-01,1.216e-01
1684030800,1.308e+01,1.000e+00,3.536e-01,2.705e-02
1684031400,2.705e+01,4.001e+00,7.311e-01,1.081e-01
1684032000,2.437e+01,4.501e+00,6.586e-01,1.216e-01
1684032600,1.405e+01,1.000e+00,3.797e-01,2.705e-02
1684033200,8.575e+00,1.000e+00,2.318e-01,2.705e-02
1684033800,1.308e+01,3.501e+00,3.535e-01,9.461e-02
1684034400,1.972e+01,8.501e+00,5.330e-01,2.298e-01
1684035000,6.441e+00,1.000e+00,1.741e-01,2.705e-02
1684035600,1.950e+01,3.994e+00,5.270e-01,1.079e-01
1684036200,1.974e+01,8.001e+00,5.336e-01,2.162e-01
1684036800,1.748e+01,1.000e+00,4.724e-01,2.705e-02
1684037400,1.950e+01,6.501e+00,5.270e-01,1.757e-01
1684038000,2.688e+01,5.001e+00,7.264e-01,1.352e-01
1684038600,2.199e+01,1.000e+00,5.942e-01,2.705e-02
1684039200,2.672e+01,5.501e+00,7.221e-01,1.487e-01
1684039800,3.881e+01,5.501e+00,1.049e+00,1.487e-01
1684040400,1.504e+01,2.500e+00,4.064e-01,6.758e-02
1684041000,6.506e+00,5.001e+00,1.758e-01,1.352e-01
1684041600,2.686e+01,5.501e+00,7.261e-01,1.487e-01
1684042200,2.395e+01,1.000e+00,6.473e-01,2.705e-02
1684042800,1.725e+01,1.100e+01,4.663e-01,2.973e-01
1684043400,3.878e+01,1.000e+00,1.048e+00,2.705e-02
1684044000,1.729e+01,8.501e+00,4.674e-01,2.298e-01
1684044600,1.955e+01,2.500e+00,5.283e-01,6.758e-02
1684045200,3.290e+01,1.000e+00,8.893e-01,2.705e-02
1684045800,1.919e+01,2.500e+00,5.186e-01,6.758e-02
1684046400,3.613e+01,6.001e+00,9.764e-01,1.622e-01
1684047000,1.705e+01,1.000e+01,4.608e-01,2.703e-01
1684047600,2.871e+01,1.000e+00,7.758e-01,2.705e-02
1684048200,1.950e+01,1.000e+00,5.271e-01,2.705e-02
1684048800,4.120e+01,1.250e+01,1.114e+00,3.379e-01
1684049400,4.377e+01,1.000e+00,1.183e+00,2.705e-02
1684050000,3.296e+01,6.001e+00,8.909e-01,1.622e-01
1684050600,2.638e+01,1.148e+01,7.130e-01,3.103e-01
1684051200,4.306e+00,1.000e+00,1.164e-01,2.705e-02
1684051800,3.861e+01,4.501e+00,1.044e+00,1.216e-01
1684052400,2.851e+01,4.501e+00,7.705e-01,1.216e-01
1684053000,3.838e+01,5.501e+00,1.037e+00,1.487e-01
1684053600,2.828e+01,1.200e+01,7.644e-01,3.244e-01
1684054200,3.065e+01,1.000e+00,8.284e-01,2.705e-02
1684054800,3.069e+01,6.001e+00,8.294e-01,1.622e-01
1684055400,1.712e+01,6.501e+00,4.628e-01,1.757e-01
1684056000,1.709e+01,7.501e+00,4.618e-01,2.027e-01
1684056600,2.865e+01,8.501e+00,7.742e-01,2.298e-01
1684057200,2.135e+01,3.501e+00,5.771e-01,9.461e-02
1684057800,3.345e+01,5.501e+00,9.041e-01,1.487e-01
1684058400,2.380e+01,4.001e+00,6.432e-01,1.081e-01
1684059000,2.605e+01,1.350e+01,7.040e-01,3.649e-01
1684059600,3.508e+01,4.001e+00,9.482e-01,1.081e-01
1684060200,2.834e+01,1.100e+01,7.658e-01,2.973e-01
1684060800,2.382e+01,4.001e+00,6.439e-01,1.081e-01
1684061400,2.850e+01,1.050e+01,7.702e-01,2.838e-01
1684062000,2.143e+01,1.000e+00,5.793e-01,2.705e-02
1684062600,2.864e+01,4.001e+00,7.740e-01,1.081e-01
1684063200,2.607e+01,1.600e+01,7.045e-01,4.325e-01
1684063800,2.150e+01,9.501e+00,5.810e-01,2.568e-01
1684064400,3.102e+01,1.000e+00,8.384e-01,2.705e-02
1684065000,3.327e+01,1.300e+01,8.992e-01,3.514e-01
1684065600,2.828e+01,9.985e+00,7.643e-01,2.699e-01
1684066200,3.580e+01,3.501e+00,9.676e-01,9.461e-02
1684066800,4.854e+01,1.450e+01,1.312e+00,3.919e-01
1684067400,3.274e+01,8.501e+00,8.848e-01,2.298e-01
1684068000,1.058e+01,1.600e+01,2.858e-01,4.325e-01
1684068600,2.165e+01,6.001e+00,5.850e-01,1.622e-01
1684069200,3.576e+01,8.501e+00,9.666e-01,2.298e-01
1684069800,3.284e+01,1.300e+01,8.876e-01,3.514e-01
1684070400,3.301e+01,1.000e+00,8.922e-01,2.705e-02
1684071000,1.704e+01,1.500e+01,4.606e-01,4.055e-01
1684071600,1.934e+01,8.001e+00,5.228e-01,2.162e-01
1684072200,2.172e+01,1.250e+01,5.869e-01,3.379e-01
1684072800,1.495e+01,1.650e+01,4.042e-01,4.460e-01
1684073400,1.291e+01,1.000e+00,3.489e-01,2.705e-02
1684074000,1.080e+01,1.250e+01,2.919e-01,3.379e-01
1684074600,3.672e+01,1.000e+00,9.926e-01,2.705e-02
1684075200,8.706e+00,1.000e+00,2.353e-01,2.705e-02
1684075800,2.162e+01,1.000e+01,5.844e-01,2.703e-01
1684076400,3.902e+01,4.001e+00,1.055e+00,1.081e-01
1684077000,2.426e+01,8.501e+00,6.558e-01,2.298e-01
1684077600,2.628e+01,1.150e+01,7.103e-01,3.109e-01
1684078200,1.953e+01,8.001e+00,5.277e-01,2.162e-01
1684078800,1.285e+01,2.000e+00,3.472e-01,2.705e-02
1684079400,1.946e+01,9.001e+00,5.259e-01,2.433e-01
1684080000,2.189e+01,6.501e+00,5.916e-01,1.757e-01
1684080600,1.498e+01,8.001e+00,4.048e-01,2.162e-01
1684081200,1.940e+01,1.000e+00,5.243e-01,2.705e-02
1684081800,3.165e+01,1.450e+01,8.555e-01,3.919e-01
1684082400,3.271e+01,5.001e+00,8.840e-01,1.352e-01
1684083000,2.396e+01,1.000e+00,6.476e-01,2.705e-02
1684083600,1.941e+01,1.500e+01,5.245e-01,4.055e-01
1684084200,3.126e+01,1.000e+00,8.448e-01,2.705e-02
1684084800,2.634e+01,2.000e+00,7.120e-01,2.705e-02
1684085400,2.422e+01,1.150e+01,6.545e-01,3.109e-01
1684086000,1.728e+01,2.500e+00,4.671e-01,6.758e-02
1684086600,3.139e+01,3.500e+00,8.484e-01,9.461e-02
1684087200,1.149e+01,8.001e+00,3.107e-01,2.162e-01
1684087800,3.377e+01,1.000e+00,9.126e-01,2.705e-02
1684088400,1.490e+01,2.500e+00,4.026e-01,6.758e-02
1684089000,2.416e+01,7.001e+00,6.529e-01,1.892e-01
1684089600,1.707e+01,1.250e+01,4.613e-01,3.379e-01
1684090200,1.280e+01,1.000e+00,3.460e-01,2.705e-02
1684090800,1.950e+01,5.001e+00,5.271e-01,1.352e-01
1684091400,8.641e+00,9.001e+00,2.335e-01,2.433e-01
1684092000,1.173e+01,1.000e+00,3.170e-01,2.705e-02
1684092600,1.446e+01,1.100e+01,3.909e-01,2.973e-01
1684093200,1.522e+01,1.000e+00,4.113e-01,2.705e-02
1684093800,1.000e+00,5.501e+00,2.705e-02,1.487e-01
1684094400,8.509e+00,1.000e+00,2.300e-01,2.705e-02
1684095000,1.292e+01,6.001e+00,3.492e-01,1.622e-01
1684095600,2.718e+01,1.000e+00,7.346e-01,2.705e-02
1684096200,1.074e+01,5.991e+00,2.902e-01,1.619e-01
1684096800,2.693e+01,1.000e+00,7.278e-01,2.705e-02
1684097400,2.040e+00,3.501e+00,5.513e-02,9.461e-02
1684098000,3.397e+01,1.300e+01,9.181e-01,3.514e-01
1684098600,1.735e+01,1.000e+00,4.690e-01,2.705e-02
1684099200,1.082e+01,6.001e+00,2.923e-01,1.622e-01
1684099800,8.706e+00,6.001e+00,2.353e-01,1.622e-01
1684100400,1.958e+01,1.000e+01,5.293e-01,2.703e-01
1684101000,2.928e+01,1.000e+00,7.913e-01,2.705e-02
1684101600,1.741e+01,8.501e+00,4.704e-01,2.298e-01
1684102200,1.750e+01,1.000e+00,4.729e-01,2.705e-02
1684102800,4.840e+01,1.000e+00,1.308e+00,2.705e-02
1684103400,1.485e+01,1.300e+01,4.014e-01,3.514e-01
1684104000,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1684104600,3.675e+01,1.550e+01,9.932e-01,4.190e-01
1684105200,4.136e+01,2.000e+00,1.118e+00,2.705e-02
1684105800,2.827e+01,3.501e+00,7.642e-01,9.461e-02
1684106400,1.072e+01,1.000e+00,2.897e-01,2.705e-02
1684107000,8.706e+00,9.501e+00,2.353e-01,2.568e-01
1684107600,2.432e+01,3.500e+00,6.572e-01,9.461e-02
1684108200,2.894e+01,1.000e+00,7.820e-01,2.705e-02
1684108800,1.945e+01,9.501e+00,5.256e-01,2.568e-01
1684109400,1.516e+01,1.000e+00,4.098e-01,2.705e-02
1684110000,2.665e+01,6.001e+00,7.203e-01,1.622e-01
1684110600,1.292e+01,8.001e+00,3.493e-01,2.162e-01
1684111200,1.085e+01,1.000e+00,2.933e-01,2.705e-02
1684111800,2.682e+01,5.501e+00,7.248e-01,1.487e-01
1684112400,6.441e+00,8.501e+00,1.741e-01,2.298e-01
1684113000,8.707e+00,1.000e+00,2.353e-01,2.705e-02
1684113600,8.707e+00,4.501e+00,2.353e-01,1.216e-01
1684114200,2.463e+01,1.000e+00,6.657e-01,2.705e-02
1684114800,1.753e+01,1.250e+01,4.738e-01,3.379e-01
1684115400,1.977e+01,1.000e+00,5.342e-01,2.705e-02
1684116000,1.520e+01,4.001e+00,4.107e-01,1.081e-01
1684116600,1.446e+01,4.001e+00,3.908e-01,1.081e-01
1684117200,1.978e+01,3.000e+00,5.346e-01,8.109e-02
1684117800,1.279e+01,6.001e+00,3.457e-01,1.622e-01
1684118400,1.307e+01,1.000e+00,3.532e-01,2.705e-02
1684119000,1.089e+01,4.501e+00,2.943e-01,1.216e-01
1684119600,2.207e+01,1.000e+00,5.964e-01,2.705e-02
1684120200,3.180e+01,1.200e+01,8.596e-01,3.244e-01
1684120800,1.744e+01,1.000e+00,4.714e-01,2.705e-02
1684121400,2.430e+01,1.050e+01,6.569e-01,2.838e-01
1684122000,3.410e+01,1.000e+00,9.216e-01,2.705e-02
1684122600,2.620e+01,8.001e+00,7.082e-01,2.162e-01
1684123200,2.647e+01,1.050e+01,7.155e-01,2.838e-01
1684123800,1.085e+01,1.000e+00,2.934e-01,2.705e-02
1684124400,1.742e+01,4.001e+00,4.708e-01,1.081e-01
1684125000,8.641e+00,3.000e+00,2.335e-01,8.109e-02
1684125600,2.691e+01,3.000e+00,7.273e-01,8.109e-02
1684126200,2.666e+01,9.001e+00,7.205e-01,2.433e-01
1684126800,3.908e+01,1.000e+00,1.056e+00,2.705e-02
1684127400,2.169e+01,1.050e+01,5.863e-01,2.838e-01
1684128000,1.493e+01,2.500e+00,4.035e-01,6.758e-02
1684128600,3.386e+01,2.000e+00,9.151e-01,2.705e-02
1684129200,1.497e+01,3.000e+00,4.046e-01,8.109e-02
1684129800,3.555e+01,4.501e+00,9.609e-01,1.216e-01
1684130400,2.161e+01,1.000e+01,5.841e-01,2.703e-01
1684131000,1.954e+01,8.001e+00,5.280e-01,2.162e-01
1684131600,1.513e+01,1.000e+00,4.090e-01,2.705e-02
1684132200,1.712e+01,1.600e+01,4.627e-01,4.325e-01
1684132800,1.288e+01,1.000e+00,3.480e-01,2.705e-02
1684133400,2.205e+01,1.050e+01,5.960e-01,2.838e-01
1684134000,3.670e+01,2.000e+00,9.918e-01,2.705e-02
1684134600,1.941e+01,1.450e+01,5.247e-01,3.919e-01
1684135200,1.723e+01,1.000e+00,4.657e-01,2.705e-02
1684135800,1.965e+01,1.350e+01,5.312e-01,3.649e-01
1684136400,2.661e+01,1.050e+01,7.192e-01,2.838e-01
1684137000,2.415e+01,6.501e+00,6.527e-01,1.757e-01
1684137600,2.160e+01,1.000e+00,5.839e-01,2.705e-02
1684138200,1.515e+01,7.501e+00,4.095e-01,2.027e-01
1684138800,2.627e+01,1.000e+01,7.100e-01,2.703e-01
1684139400,2.879e+01,6.501e+00,7.780e-01,1.757e-01
1684140000,2.854e+01,8.501e+00,7.715e-01,2.298e-01
1684140600,2.704e+01,1.000e+00,7.309e-01,2.705e-02
1684141200,2.635e+01,9.501e+00,7.122e-01,2.568e-01
1684141800,2.600e+01,1.000e+00,7.028e-01,2.705e-02
1684142400,1.496e+01,6.001e+00,4.043e-01,1.622e-01
1684143000,1.945e+01,9.501e+00,5.257e-01,2.568e-01
1684143600,2.168e+01,9.501e+00,5.860e-01,2.568e-01
1684144200,2.899e+01,6.501e+00,7.835e-01,1.757e-01
1684144800,2.160e+01,3.000e+00,5.839e-01,8.109e-02
1684145400,2.639e+01,1.500e+01,7.132e-01,4.055e-01
1684146000,3.529e+01,1.000e+00,9.537e-01,2.705e-02
1684146600,8.641e+00,5.501e+00,2.335e-01,1.487e-01
1684147200,3.876e+01,2.000e+00,1.048e+00,2.705e-02
1684147800,2.953e+01,1.350e+01,7.980e-01,3.649e-01
1684148400,1.710e+01,7.501e+00,4.623e-01,2.027e-01
1684149000,1.724e+01,4.001e+00,4.660e-01,1.081e-01
1684149600,3.557e+01,1.000e+01,9.613e-01,2.703e-01
1684150200,4.628e+01,3.501e+00,1.251e+00,9.461e-02
1684150800,1.270e+01,1.550e+01,3.433e-01,4.190e-01
1684151400,1.943e+01,5.501e+00,5.253e-01,1.487e-01
1684152000,2.610e+01,4.501e+00,7.055e-01,1.216e-01
1684152600,3.346e+01,6.001e+00,9.044e-01,1.622e-01
1684153200,3.578e+01,5.001e+00,9.669e-01,1.352e-01
1684153800,2.358e+01,8.001e+00,6.374e-01,2.162e-01
1684154400,1.714e+01,6.001e+00,4.634e-01,1.622e-01
1684155000,1.490e+01,3.000e+00,4.027e-01,8.109e-02
1684155600,3.132e+01,1.650e+01,8.465e-01,4.460e-01
1684156200,3.366e+01,5.001e+00,9.096e-01,1.352e-01
1684156800,2.602e+01,1.000e+00,7.033e-01,2.705e-02
1684157400,1.944e+01,1.350e+01,5.254e-01,3.649e-01
1684158000,2.628e+01,1.000e+01,7.102e-01,2.703e-01
1684158600,2.685e+01,1.100e+01,7.258e-01,2.973e-01
1684159200,2.614e+01,1.000e+00,7.066e-01,2.705e-02
1684159800,1.084e+01,1.000e+00,2.931e-01,2.705e-02
1684160400,3.131e+01,1.750e+01,8.462e-01,4.730e-01
1684161000,2.430e+01,1.150e+01,6.568e-01,3.109e-01
1684161600,2.367e+01,1.000e+00,6.398e-01,2.705e-02
1684162200,3.120e+01,6.001e+00,8.433e-01,1.622e-01
1684162800,8.706e+00,6.501e+00,2.353e-01,1.757e-01
1684163400,3.122e+01,1.000e+00,8.438e-01,2.705e-02
1684164000,1.703e+01,1.400e+01,4.602e-01,3.784e-01
1684164600,2.408e+01,7.001e+00,6.507e-01,1.892e-01
1684165200,1.494e+01,1.000e+00,4.037e-01,2.705e-02
1684165800,3.360e+01,1.100e+01,9.081e-01,2.973e-01
1684166400,2.152e+01,4.001e+00,5.817e-01,1.081e-01
1684167000,2.171e+01,2.000e+00,5.868e-01,2.705e-02
1684167600,1.944e+01,2.500e+00,5.255e-01,6.758e-02
1684168200,2.416e+01,6.501e+00,6.529e-01,1.757e-01
1684168800,2.405e+01,4.501e+00,6.500e-01,1.216e-01
1684169400,2.165e+01,1.000e+00,5.851e-01,2.705e-02
1684170000,1.411e+01,9.001e+00,3.812e-01,2.433e-01
1684170600,1.505e+01,4.001e+00,4.068e-01,1.081e-01
1684171200,2.040e+00,2.500e+00,5.513e-02,6.758e-02
1684171800,2.211e+01,8.986e+00,5.974e-01,2.429e-01
1684172400,1.971e+01,2.000e+00,5.327e-01,2.705e-02
1684173000,2.195e+01,8.001e+00,5.933e-01,2.162e-01
1684173600,4.182e+01,1.000e+00,1.130e+00,2.705e-02
1684174200,1.718e+01,1.300e+01,4.643e-01,3.514e-01
1684174800,1.951e+01,1.000e+00,5.272e-01,2.705e-02
1684175400,3.575e+01,1.000e+01,9.662e-01,2.703e-01
1684176000,3.375e+01,1.000e+00,9.120e-01,2.705e-02
1684176600,1.939e+01,6.501e+00,5.241e-01,1.757e-01
1684177200,3.614e+01,1.000e+00,9.768e-01,2.705e-02
1684177800,1.505e+01,6.001e+00,4.067e-01,1.622e-01
1684178400,1.928e+01,1.000e+00,5.210e-01,2.705e-02
1684179000,1.903e+01,5.501e+00,5.143e-01,1.487e-01
1684179600,1.729e+01,1.000e+00,4.672e-01,2.705e-02
1684180200,1.510e+01,7.001e+00,4.082e-01,1.892e-01
1684180800,1.288e+01,1.000e+00,3.482e-01,2.705e-02
1684181400,1.510e+01,3.501e+00,4.080e-01,9.461e-02
1684182000,1.518e+01,8.501e+00,4.102e-01,2.298e-01
1684182600,1.305e+01,4.501e+00,3.526e-01,1.216e-01
1684183200,2.682e+01,4.001e+00,7.249e-01,1.081e-01
1684183800,1.303e+01,2.000e+00,3.520e-01,2.705e-02
1684184400,2.451e+01,1.000e+00,6.624e-01,2.705e-02
1684185000,1.283e+01,1.000e+00,3.468e-01,2.705e-02
1684185600,3.179e+01,2.000e+00,8.593e-01,2.705e-02
1684186200,2.661e+01,2.500e+00,7.193e-01,6.758e-02
1684186800,1.274e+01,6.501e+00,3.442e-01,1.757e-01
1684187400,1.060e+01,3.994e+00,2.865e-01,1.079e-01
1684188000,1.737e+01,6.501e+00,4.695e-01,1.757e-01
1684188600,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1684189200,1.750e+01,9.001e+00,4.729e-01,2.433e-01
1684189800,1.970e+01,1.000e+00,5.324e-01,2.705e-02
1684190400,1.520e+01,2.500e+00,4.107e-01,6.758e-02
1684191000,3.448e+01,4.501e+00,9.319e-01,1.216e-01
1684191600,1.068e+01,1.000e+01,2.885e-01,2.703e-01
1684192200,4.195e+01,3.501e+00,1.134e+00,9.461e-02
1684192800,1.285e+01,3.000e+00,3.472e-01,8.109e-02
1684193400,2.470e+01,1.000e+00,6.676e-01,2.705e-02
1684194000,3.154e+01,8.501e+00,8.525e-01,2.298e-01
1684194600,1.936e+01,3.501e+00,5.232e-01,9.461e-02
1684195200,1.717e+01,4.501e+00,4.639e-01,1.216e-01
1684195800,2.175e+01,5.001e+00,5.878e-01,1.352e-01
1684196400,2.622e+01,1.000e+00,7.086e-01,2.705e-02
1684197000,2.869e+01,1.050e+01,7.754e-01,2.838e-01
1684197600,2.407e+01,6.001e+00,6.504e-01,1.622e-01
1684198200,2.040e+00,2.500e+00,5.513e-02,6.758e-02
1684198800,8.640e+00,2.500e+00,2.335e-01,6.758e-02
1684199400,2.202e+01,4.501e+00,5.951e-01,1.216e-01
1684200000,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1684200600,2.694e+01,6.001e+00,7.281e-01,1.622e-01
1684201200,3.644e+01,1.000e+00,9.848e-01,2.705e-02
1684201800,1.953e+01,9.501e+00,5.279e-01,2.568e-01
1684202400,2.430e+01,1.000e+00,6.566e-01,2.705e-02
1684203000,1.507e+01,5.991e+00,4.073e-01,1.619e-01
1684203600,1.513e+01,6.001e+00,4.090e-01,1.622e-01
1684204200,1.081e+01,7.501e+00,2.921e-01,2.027e-01
1684204800,6.375e+00,1.000e+00,1.723e-01,2.705e-02
1684205400,1.082e+01,3.501e+00,2.925e-01,9.461e-02
1684206000,6.441e+00,1.000e+01,1.741e-01,2.703e-01
1684206600,8.509e+00,1.000e+00,2.300e-01,2.705e-02
1684207200,2.211e+01,8.001e+00,5.975e-01,2.162e-01
1684207800,1.984e+01,1.000e+00,5.363e-01,2.705e-02
1684208400,1.089e+01,9.001e+00,2.943e-01,2.433e-01
1684209000,1.303e+01,7.001e+00,3.521e-01,1.892e-01
1684209600,8.641e+00,7.001e+00,2.335e-01,1.892e-01
1684210200,2.966e+01,1.000e+00,8.015e-01,2.705e-02
1684210800,1.521e+01,3.500e+00,4.110e-01,9.461e-02
1684211400,1.516e+01,6.001e+00,4.098e-01,1.622e-01
1684212000,9.402e+00,2.500e+00,2.541e-01,6.758e-02
1684212600,1.076e+01,6.001e+00,2.909e-01,1.622e-01
1684213200,9.556e+00,6.501e+00,2.583e-01,1.757e-01
1684213800,1.509e+01,1.000e+00,4.078e-01,2.705e-02
1684214400,1.763e+01,7.501e+00,4.766e-01,2.027e-01
1684215000,8.707e+00,4.001e+00,2.353e-01,1.081e-01
1684215600,2.229e+01,9.001e+00,6.024e-01,2.433e-01
1684216200,1.751e+01,4.501e+00,4.733e-01,1.216e-01
1684216800,8.641e+00,9.501e+00,2.335e-01,2.568e-01
1684217400,1.303e+01,1.000e+00,3.522e-01,2.705e-02
1684218000,1.288e+01,1.098e+01,3.480e-01,2.969e-01
1684218600,1.982e+01,1.000e+00,5.356e-01,2.705e-02
1684219200,4.240e+00,1.300e+01,1.146e-01,3.514e-01
1684219800,1.070e+01,1.000e+00,2.893e-01,2.705e-02
1684220400,1.994e+01,6.501e+00,5.389e-01,1.757e-01
1684221000,1.303e+01,1.000e+00,3.520e-01,2.705e-02
1684221600,2.451e+01,9.501e+00,6.625e-01,2.568e-01
1684222200,1.515e+01,1.000e+00,4.096e-01,2.705e-02
1684222800,2.953e+01,9.001e+00,7.980e-01,2.433e-01
1684223400,1.969e+01,7.501e+00,5.320e-01,2.027e-01
1684224000,1.956e+01,6.501e+00,5.286e-01,1.757e-01
1684224600,8.640e+00,3.000e+00,2.335e-01,8.109e-02
1684225200,1.986e+01,1.250e+01,5.367e-01,3.379e-01
1684225800,1.974e+01,2.500e+00,5.334e-01,6.758e-02
1684226400,2.190e+01,1.200e+01,5.920e-01,3.244e-01
1684227000,2.195e+01,6.501e+00,5.931e-01,1.757e-01
1684227600,3.600e+01,1.700e+01,9.729e-01,4.595e-01
1684228200,4.935e+01,3.000e+00,1.334e+00,8.109e-02
1684228800,2.595e+01,1.100e+01,7.013e-01,2.973e-01
1684229400,3.319e+01,1.300e+01,8.971e-01,3.514e-01
1684230000,3.553e+01,2.650e+01,9.602e-01,7.163e-01
1684230600,3.560e+01,1.000e+00,9.622e-01,2.705e-02
1684231200,5.083e+01,1.100e+01,1.374e+00,2.973e-01
1684231800,6.709e+01,1.750e+01,1.813e+00,4.730e-01
1684232400,3.418e+01,2.250e+01,9.239e-01,6.082e-01
1684233000,3.933e+01,4.501e+00,1.063e+00,1.216e-01
1684233600,4.199e+01,2.296e+01,1.135e+00,6.206e-01
1684234200,2.758e+01,2.000e+00,7.454e-01,2.705e-02
1684234800,4.449e+01,1.800e+01,1.202e+00,4.866e-01
1684235400,2.755e+01,4.001e+00,7.445e-01,1.081e-01
1684236000,2.102e+01,1.000e+01,5.682e-01,2.703e-01
1684236600,2.573e+01,1.850e+01,6.955e-01,5.001e-01
1684237200,3.280e+01,1.000e+00,8.866e-01,2.705e-02
1684237800,3.511e+01,1.850e+01,9.489e-01,5.001e-01
1684238400,2.352e+01,1.600e+01,6.356e-01,4.325e-01
1684239000,5.372e+01,1.000e+00,1.452e+00,2.705e-02
1684239600,3.020e+01,2.650e+01,8.162e-01,7.163e-01
1684240200,3.525e+01,2.500e+00,9.528e-01,6.758e-02
1684240800,4.776e+01,1.400e+01,1.291e+00,3.784e-01
1684241400,5.706e+01,1.100e+01,1.542e+00,2.973e-01
1684242000,4.666e+01,9.001e+00,1.261e+00,2.433e-01
1684242600,2.530e+01,8.001e+00,6.838e-01,2.162e-01
1684243200,3.980e+01,1.000e+01,1.076e+00,2.703e-01
1684243800,3.456e+01,1.900e+01,9.339e-01,5.136e-01
1684244400,2.774e+01,7.501e+00,7.498e-01,2.027e-01
1684245000,4.488e+01,1.350e+01,1.213e+00,3.649e-01
1684245600,2.751e+01,1.000e+00,7.435e-01,2.705e-02
1684246200,4.242e+01,2.200e+01,1.147e+00,5.947e-01
1684246800,3.697e+01,1.000e+00,9.991e-01,2.705e-02
1684247400,2.298e+01,1.800e+01,6.212e-01,4.866e-01
1684248000,3.023e+01,1.550e+01,8.169e-01,4.190e-01
1684248600,3.492e+01,1.048e+01,9.437e-01,2.834e-01
1684249200,2.331e+01,1.350e+01,6.301e-01,3.649e-01
1684249800,8.706e+00,6.501e+00,2.353e-01,1.757e-01
1684250400,2.140e+01,1.150e+01,5.784e-01,3.109e-01
1684251000,1.499e+01,8.501e+00,4.052e-01,2.298e-01
1684251600,1.085e+01,1.100e+01,2.933e-01,2.973e-01
1684252200,1.293e+01,1.000e+00,3.495e-01,2.705e-02
1684252800,2.179e+01,1.000e+01,5.890e-01,2.703e-01
1684253400,2.183e+01,1.100e+01,5.901e-01,2.973e-01
1684254000,2.408e+01,1.000e+00,6.508e-01,2.705e-02
1684254600,1.737e+01,7.501e+00,4.696e-01,2.027e-01
1684255200,4.108e+00,1.100e+01,1.110e-01,2.973e-01
1684255800,1.983e+01,1.000e+00,5.359e-01,2.705e-02
1684256400,2.188e+01,2.650e+01,5.914e-01,7.163e-01
1684257000,2.399e+01,1.000e+00,6.482e-01,2.705e-02
1684257600,2.910e+01,1.250e+01,7.865e-01,3.379e-01
1684258200,2.648e+01,1.000e+00,7.156e-01,2.705e-02
1684258800,1.054e+01,1.350e+01,2.850e-01,3.649e-01
1684259400,8.706e+00,1.000e+00,2.353e-01,2.705e-02
1684260000,6.440e+00,5.001e+00,1.741e-01,1.352e-01
1684260600,2.203e+01,9.501e+00,5.954e-01,2.568e-01
1684261200,1.493e+01,1.000e+00,4.035e-01,2.705e-02
1684261800,2.449e+01,1.250e+01,6.618e-01,3.379e-01
1684262400,1.741e+01,5.501e+00,4.706e-01,1.487e-01
1684263000,6.440e+00,6.001e+00,1.741e-01,1.622e-01
1684263600,8.560e+00,4.992e+00,2.314e-01,1.349e-01
1684264200,1.309e+01,7.501e+00,3.539e-01,2.027e-01
1684264800,1.083e+01,3.000e+00,2.927e-01,8.109e-02
1684265400,6.507e+00,3.501e+00,1.759e-01,9.461e-02
1684266000,1.518e+01,1.000e+00,4.102e-01,2.705e-02
1684266600,2.462e+01,8.501e+00,6.655e-01,2.298e-01
1684267200,2.448e+01,7.501e+00,6.615e-01,2.027e-01
1684267800,1.975e+01,2.500e+00,5.337e-01,6.758e-02
1684268400,6.375e+00,3.501e+00,1.723e-01,9.461e-02
1684269000,6.507e+00,1.300e+01,1.759e-01,3.514e-01
1684269600,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1684270200,2.738e+01,2.000e+00,7.399e-01,2.705e-02
1684270800,2.949e+01,1.400e+01,7.970e-01,3.784e-01
1684271400,2.683e+01,1.000e+00,7.252e-01,2.705e-02
1684272000,4.306e+00,4.001e+00,1.164e-01,1.081e-01
1684272600,1.983e+01,1.200e+01,5.359e-01,3.244e-01
1684273200,1.075e+01,2.500e+00,2.906e-01,6.758e-02
1684273800,2.947e+01,1.000e+00,7.965e-01,2.705e-02
1684274400,1.290e+01,1.450e+01,3.487e-01,3.919e-01
1684275000,1.521e+01,4.501e+00,4.110e-01,1.216e-01
1684275600,2.786e+01,1.000e+00,7.529e-01,2.705e-02
1684276200,1.081e+01,9.001e+00,2.921e-01,2.433e-01
1684276800,2.433e+01,1.000e+00,6.577e-01,2.705e-02
1684277400,1.181e+01,6.501e+00,3.193e-01,1.757e-01
1684278000,4.174e+00,1.000e+00,1.128e-01,2.705e-02
1684278600,2.956e+01,4.001e+00,7.989e-01,1.081e-01
1684279200,8.692e+00,2.496e+00,2.349e-01,6.747e-02
1684279800,8.640e+00,7.501e+00,2.335e-01,2.027e-01
1684280400,1.527e+01,1.000e+00,4.126e-01,2.705e-02
1684281000,1.083e+01,8.501e+00,2.926e-01,2.298e-01
1684281600,1.988e+01,8.501e+00,5.374e-01,2.298e-01
1684282200,1.517e+01,2.500e+00,4.101e-01,6.758e-02
1684282800,1.076e+01,2.500e+00,2.908e-01,6.758e-02
