rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1682959200,2.427e+01,9.501e+00,6.560e-01,2.568e-01
1682959800,2.198e+01,1.100e+01,5.940e-01,2.973e-01
1682960400,2.925e+01,1.000e+00,7.904e-01,2.705e-02
1682961000,2.891e+01,4.501e+00,7.814e-01,1.216e-01
1682961600,1.739e+01,1.300e+01,4.701e-01,3.514e-01
1682962200,2.429e+01,3.501e+00,6.565e-01,9.461e-02
1682962800,1.086e+01,5.501e+00,2.936e-01,1.487e-01
1682963400,1.949e+01,1.000e+00,5.266e-01,2.705e-02
1682964000,6.507e+00,1.450e+01,1.759e-01,3.920e-01
1682964600,1.749e+01,6.001e+00,4.726e-01,1.622e-01
1682965200,8.641e+00,4.501e+00,2.335e-01,1.216e-01
1682965800,1.752e+01,6.501e+00,4.735e-01,1.757e-01
1682966400,1.529e+01,1.100e+01,4.134e-01,2.973e-01
1682967000,1.530e+01,1.000e+00,4.135e-01,2.705e-02
1682967600,1.981e+01,7.501e+00,5.353e-01,2.027e-01
1682968200,8.707e+00,1.000e+00,2.353e-01,2.705e-02
1682968800,4.108e+00,2.500e+00,1.110e-01,6.758e-02
1682969400,1.537e+01,8.001e+00,4.155e-01,2.162e-01
1682970000,1.993e+01,9.985e+00,5.386e-01,2.699e-01
1682970600,1.511e+01,1.150e+01,4.085e-01,3.109e-01
1682971200,8.706e+00,5.001e+00,2.353e-01,1.352e-01
1682971800,1.310e+01,2.000e+00,3.542e-01,2.705e-02
1682972400,1.297e+01,9.001e+00,3.505e-01,2.433e-01
1682973000,1.528e+01,7.001e+00,4.130e-01,1.892e-01
1682973600,6.506e+00,6.001e+00,1.758e-01,1.622e-01
1682974200,1.084e+01,2.000e+00,2.929e-01,2.705e-02
1682974800,8.706e+00,1.000e+00,2.353e-01,2.705e-02
1682975400,1.526e+01,1.500e+01,4.124e-01,4.055e-01
1682976000,1.090e+01,1.000e+00,2.946e-01,2.705e-02
1682976600,1.312e+01,9.001e+00,3.547e-01,2.433e-01
1682977200,1.305e+01,3.501e+00,3.527e-01,9.461e-02
1682977800,1.312e+01,5.501e+00,3.545e-01,1.487e-01
1682978400,1.070e+01,7.001e+00,2.893e-01,1.892e-01
1682979000,1.305e+01,7.501e+00,3.528e-01,2.027e-01
1682979600,2.232e+01,1.000e+01,6.031e-01,2.703e-01
1682980200,1.526e+01,1.000e+00,4.123e-01,2.705e-02
1682980800,1.467e+01,1.250e+01,3.965e-01,3.379e-01
1682981400,1.289e+01,8.501e+00,3.484e-01,2.298e-01
1682982000,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1682982600,1.530e+01,3.500e+00,4.134e-01,9.461e-02
1682983200,2.473e+01,6.001e+00,6.685e-01,1.622e-01
1682983800,1.509e+01,1.250e+01,4.078e-01,3.379e-01
1682984400,2.463e+01,1.000e+00,6.656e-01,2.705e-02
1682985000,1.067e+01,7.488e+00,2.883e-01,2.024e-01
1682985600,1.960e+01,6.501e+00,5.298e-01,1.757e-01
1682986200,4.240e+00,1.000e+00,1.146e-01,2.705e-02
1682986800,1.528e+01,1.800e+01,4.130e-01,4.866e-01
1682987400,1.089e+01,1.000e+00,2.944e-01,2.705e-02
1682988000,6.507e+00,1.450e+01,1.759e-01,3.919e-01
1682988600,1.531e+01,3.500e+00,4.139e-01,9.461e-02
1682989200,1.737e+01,1.000e+00,4.695e-01,2.705e-02
1682989800,8.575e+00,4.501e+00,2.318e-01,1.216e-01
1682990400,3.480e+01,1.200e+01,9.405e-01,3.244e-01
1682991000,2.443e+01,8.001e+00,6.601e-01,2.162e-01
1682991600,3.172e+01,2.000e+00,8.572e-01,2.705e-02
1682992200,3.291e+01,8.001e+00,8.894e-01,2.162e-01
1682992800,1.291e+01,6.001e+00,3.490e-01,1.622e-01
1682993400,1.507e+01,1.000e+00,4.073e-01,2.705e-02
1682994000,2.183e+01,8.001e+00,5.901e-01,2.162e-01
1682994600,2.193e+01,6.001e+00,5.927e-01,1.622e-01
1682995200,2.671e+01,1.950e+01,7.220e-01,5.271e-01
1682995800,1.516e+01,1.000e+00,4.098e-01,2.705e-02
1682996400,8.509e+00,2.500e+00,2.300e-01,6.758e-02
1682997000,1.751e+01,9.501e+00,4.732e-01,2.568e-01
1682997600,2.926e+01,5.501e+00,7.907e-01,1.487e-01
1682998200,1.074e+01,1.750e+01,2.903e-01,4.730e-01
1682998800,1.519e+01,4.501e+00,4.104e-01,1.216e-01
1682999400,2.443e+01,7.501e+00,6.602e-01,2.027e-01
1683000000,1.729e+01,6.490e+00,4.673e-01,1.754e-01
1683000600,3.125e+01,2.050e+01,8.445e-01,5.541e-01
1683001200,2.650e+01,1.400e+01,7.163e-01,3.784e-01
1683001800,3.124e+01,1.550e+01,8.444e-01,4.190e-01
1683002400,2.634e+01,6.001e+00,7.118e-01,1.622e-01
1683003000,3.590e+01,9.001e+00,9.704e-01,2.433e-01
1683003600,2.369e+01,9.001e+00,6.403e-01,2.433e-01
1683004200,2.390e+01,2.450e+01,6.458e-01,6.623e-01
1683004800,1.288e+01,1.000e+00,3.482e-01,2.705e-02
1683005400,6.440e+00,2.350e+01,1.741e-01,6.352e-01
1683006000,3.047e+01,1.300e+01,8.236e-01,3.514e-01
1683006600,1.515e+01,1.250e+01,4.095e-01,3.379e-01
1683007200,3.653e+01,9.501e+00,9.873e-01,2.568e-01
1683007800,2.174e+01,1.250e+01,5.874e-01,3.379e-01
1683008400,2.619e+01,1.350e+01,7.078e-01,3.649e-01
1683009000,1.731e+01,1.000e+00,4.679e-01,2.705e-02
1683009600,2.423e+01,5.001e+00,6.549e-01,1.352e-01
1683010200,1.501e+01,2.250e+01,4.056e-01,6.082e-01
1683010800,3.149e+01,1.000e+00,8.510e-01,2.705e-02
1683011400,1.290e+01,6.501e+00,3.487e-01,1.757e-01
1683012000,2.410e+01,1.100e+01,6.514e-01,2.973e-01
1683012600,2.170e+01,7.001e+00,5.866e-01,1.892e-01
1683013200,2.867e+01,1.100e+01,7.750e-01,2.973e-01
1683013800,2.381e+01,2.050e+01,6.435e-01,5.541e-01
1683014400,2.171e+01,1.600e+01,5.867e-01,4.325e-01
1683015000,2.159e+01,1.000e+00,5.835e-01,2.705e-02
1683015600,2.863e+01,2.296e+01,7.738e-01,6.206e-01
1683016200,1.066e+01,1.000e+00,2.882e-01,2.705e-02
1683016800,2.906e+01,2.700e+01,7.853e-01,7.298e-01
1683017400,2.172e+01,2.650e+01,5.870e-01,7.163e-01
1683018000,2.168e+01,4.501e+00,5.858e-01,1.216e-01
1683018600,3.616e+01,1.850e+01,9.774e-01,5.001e-01
1683019200,1.948e+01,2.300e+01,5.264e-01,6.217e-01
1683019800,2.629e+01,1.550e+01,7.106e-01,4.190e-01
1683020400,5.765e+01,1.400e+01,1.558e+00,3.784e-01
1683021000,1.918e+01,2.200e+01,5.184e-01,5.947e-01
1683021600,1.927e+01,1.000e+01,5.209e-01,2.703e-01
1683022200,4.370e+01,2.500e+01,1.181e+00,6.758e-01
1683022800,4.545e+01,1.550e+01,1.228e+00,4.190e-01
1683023400,4.572e+01,1.800e+01,1.236e+00,4.866e-01
1683024000,2.329e+01,3.901e+01,6.295e-01,1.054e+00
1683024600,2.130e+01,1.000e+00,5.756e-01,2.705e-02
1683025200,1.911e+01,9.501e+00,5.164e-01,2.568e-01
1683025800,4.600e+01,3.801e+01,1.243e+00,1.027e+00
1683026400,1.076e+01,1.000e+00,2.908e-01,2.705e-02
1683027000,2.391e+01,2.000e+01,6.463e-01,5.406e-01
1683027600,2.147e+01,3.500e+00,5.803e-01,9.461e-02
1683028200,3.597e+01,3.250e+01,9.721e-01,8.785e-01
1683028800,1.672e+01,1.400e+01,4.518e-01,3.784e-01
1683029400,4.393e+01,2.450e+01,1.187e+00,6.623e-01
1683030000,2.101e+01,2.400e+01,5.679e-01,6.487e-01
1683030600,1.502e+01,1.000e+00,4.059e-01,2.705e-02
1683031200,4.940e+01,1.200e+01,1.335e+00,3.244e-01
1683031800,4.037e+01,1.750e+01,1.091e+00,4.730e-01
1683032400,5.070e+01,2.950e+01,1.370e+00,7.974e-01
1683033000,3.925e+01,7.001e+00,1.061e+00,1.892e-01
1683033600,3.475e+01,1.200e+01,9.391e-01,3.244e-01
1683034200,5.017e+01,2.500e+01,1.356e+00,6.758e-01
1683034800,4.990e+01,9.001e+00,1.349e+00,2.433e-01
1683035400,3.680e+01,2.200e+01,9.946e-01,5.947e-01
1683036000,2.790e+01,1.450e+01,7.540e-01,3.919e-01
1683036600,2.324e+01,2.050e+01,6.281e-01,5.541e-01
1683037200,3.748e+01,9.501e+00,1.013e+00,2.568e-01
1683037800,1.894e+01,1.650e+01,5.119e-01,4.460e-01
1683038400,1.469e+01,5.001e+00,3.970e-01,1.352e-01
1683039000,2.839e+01,2.700e+01,7.674e-01,7.298e-01
1683039600,4.240e+00,1.550e+01,1.146e-01,4.190e-01
1683040200,6.440e+00,8.501e+00,1.741e-01,2.298e-01
1683040800,1.301e+01,1.000e+00,3.517e-01,2.705e-02
1683041400,1.691e+01,3.150e+01,4.570e-01,8.515e-01
1683042000,1.959e+01,9.001e+00,5.295e-01,2.433e-01
1683042600,8.574e+00,1.600e+01,2.317e-01,4.325e-01
1683043200,1.293e+01,1.050e+01,3.493e-01,2.838e-01
1683043800,2.212e+01,2.000e+01,5.978e-01,5.406e-01
1683044400,1.971e+01,7.501e+00,5.328e-01,2.027e-01
1683045000,1.075e+01,1.450e+01,2.905e-01,3.919e-01
1683045600,1.755e+01,1.500e+01,4.743e-01,4.055e-01
1683046200,3.439e+01,5.491e+00,9.296e-01,1.484e-01
1683046800,1.953e+01,1.600e+01,5.279e-01,4.325e-01
1683047400,1.508e+01,1.150e+01,4.074e-01,3.109e-01
1683048000,3.608e+01,5.001e+00,9.750e-01,1.352e-01
1683048600,1.735e+01,1.400e+01,4.689e-01,3.784e-01
1683049200,1.080e+01,6.501e+00,2.920e-01,1.757e-01
1683049800,2.915e+01,1.300e+01,7.877e-01,3.514e-01
1683050400,1.491e+01,2.350e+01,4.030e-01,6.352e-01
1683051000,6.507e+00,1.000e+00,1.759e-01,2.705e-02
1683051600,4.174e+00,2.000e+00,1.128e-01,2.705e-02
1683052200,1.506e+01,2.800e+01,4.071e-01,7.569e-01
1683052800,1.288e+01,1.000e+00,3.482e-01,2.705e-02
1683053400,1.302e+01,9.501e+00,3.520e-01,2.568e-01
1683054000,2.962e+01,1.150e+01,8.006e-01,3.109e-01
1683054600,1.519e+01,1.000e+00,4.104e-01,2.705e-02
1683055200,1.528e+01,1.150e+01,4.130e-01,3.109e-01
1683055800,1.082e+01,5.501e+00,2.924e-01,1.487e-01
1683056400,1.518e+01,9.001e+00,4.102e-01,2.433e-01
1683057000,1.524e+01,8.001e+00,4.119e-01,2.162e-01
1683057600,1.751e+01,3.000e+00,4.732e-01,8.109e-02
1683058200,2.460e+01,4.001e+00,6.649e-01,1.081e-01
1683058800,1.305e+01,5.001e+00,3.526e-01,1.352e-01
1683059400,1.985e+01,1.850e+01,5.365e-01,5.001e-01
1683060000,1.500e+01,1.000e+00,4.053e-01,2.705e-02
1683060600,2.441e+01,1.400e+01,6.598e-01,3.784e-01
1683061200,1.738e+01,1.000e+00,4.698e-01,2.705e-02
1683061800,1.298e+01,1.000e+00,3.507e-01,2.705e-02
1683062400,8.574e+00,2.350e+01,2.317e-01,6.352e-01
1683063000,2.701e+01,1.000e+00,7.301e-01,2.705e-02
1683063600,1.000e+00,7.501e+00,2.705e-02,2.027e-01
1683064200,1.303e+01,1.600e+01,3.522e-01,4.325e-01
1683064800,1.452e+01,4.001e+00,3.926e-01,1.081e-01
1683065400,1.526e+01,1.000e+00,4.124e-01,2.705e-02
1683066000,1.532e+01,1.000e+01,4.141e-01,2.703e-01
1683066600,1.083e+01,1.000e+00,2.926e-01,2.705e-02
1683067200,8.574e+00,6.501e+00,2.317e-01,1.757e-01
1683067800,1.738e+01,1.050e+01,4.698e-01,2.838e-01
1683068400,2.106e+00,3.000e+00,5.692e-02,8.109e-02
1683069000,1.750e+01,4.001e+00,4.731e-01,1.081e-01
1683069600,6.506e+00,1.350e+01,1.758e-01,3.649e-01
1683070200,3.755e+01,6.501e+00,1.015e+00,1.757e-01
1683070800,2.438e+01,1.000e+00,6.589e-01,2.705e-02
1683071400,1.081e+01,8.501e+00,2.923e-01,2.298e-01
1683072000,1.082e+01,1.350e+01,2.925e-01,3.649e-01
1683072600,2.950e+01,1.000e+00,7.973e-01,2.705e-02
1683073200,2.664e+01,1.000e+00,7.200e-01,2.705e-02
1683073800,2.920e+01,1.650e+01,7.892e-01,4.460e-01
1683074400,6.506e+00,5.501e+00,1.758e-01,1.487e-01
1683075000,1.305e+01,1.000e+00,3.527e-01,2.705e-02
1683075600,1.975e+01,6.501e+00,5.338e-01,1.757e-01
1683076200,1.075e+01,1.000e+00,2.905e-01,2.705e-02
1683076800,1.965e+01,6.501e+00,5.310e-01,1.757e-01
1683077400,3.947e+01,3.994e+00,1.067e+00,1.079e-01
1683078000,2.170e+01,9.501e+00,5.866e-01,2.568e-01
1683078600,2.415e+01,1.000e+00,6.528e-01,2.705e-02
1683079200,1.517e+01,2.500e+00,4.099e-01,6.758e-02
1683079800,1.736e+01,6.501e+00,4.693e-01,1.757e-01
1683080400,1.737e+01,3.501e+00,4.696e-01,9.461e-02
1683081000,1.296e+01,9.501e+00,3.503e-01,2.568e-01
1683081600,1.723e+01,1.000e+00,4.655e-01,2.705e-02
1683082200,1.291e+01,4.001e+00,3.489e-01,1.081e-01
1683082800,1.746e+01,3.501e+00,4.719e-01,9.461e-02
1683083400,1.299e+01,1.200e+01,3.510e-01,3.244e-01
1683084000,1.307e+01,1.000e+00,3.531e-01,2.705e-02
1683084600,8.707e+00,2.000e+00,2.353e-01,2.705e-02
1683085200,1.520e+01,2.000e+00,4.108e-01,2.705e-02
1683085800,2.460e+01,7.501e+00,6.648e-01,2.027e-01
1683086400,8.509e+00,6.501e+00,2.300e-01,1.757e-01
1683087000,1.309e+01,2.000e+00,3.537e-01,2.705e-02
1683087600,2.040e+00,1.100e+01,5.514e-02,2.973e-01
1683088200,8.707e+00,1.000e+00,2.353e-01,2.705e-02
1683088800,6.507e+00,1.000e+00,1.759e-01,2.705e-02
1683089400,1.308e+01,1.000e+01,3.534e-01,2.703e-01
1683090000,6.507e+00,5.501e+00,1.759e-01,1.487e-01
1683090600,1.543e+01,1.000e+00,4.169e-01,2.705e-02
1683091200,1.299e+01,1.000e+00,3.512e-01,2.705e-02
1683091800,1.090e+01,5.001e+00,2.947e-01,1.352e-01
1683092400,7.151e+00,4.493e+00,1.933e-01,1.214e-01
1683093000,1.752e+01,1.000e+00,4.736e-01,2.705e-02
1683093600,8.706e+00,6.501e+00,2.353e-01,1.757e-01
1683094200,1.293e+01,4.001e+00,3.495e-01,1.081e-01
1683094800,8.640e+00,7.501e+00,2.335e-01,2.027e-01
1683095400,6.440e+00,1.000e+00,1.741e-01,2.705e-02
1683096000,1.315e+01,4.001e+00,3.554e-01,1.081e-01
1683096600,4.306e+00,5.501e+00,1.164e-01,1.487e-01
1683097200,1.302e+01,6.501e+00,3.520e-01,1.757e-01
1683097800,2.992e+01,1.000e+00,8.087e-01,2.705e-02
1683098400,1.532e+01,5.501e+00,4.141e-01,1.487e-01
1683099000,1.527e+01,6.001e+00,4.127e-01,1.622e-01
1683099600,2.714e+01,1.000e+00,7.336e-01,2.705e-02
1683100200,3.917e+01,1.750e+01,1.059e+00,4.730e-01
1683100800,2.651e+01,3.501e+00,7.166e-01,9.461e-02
1683101400,1.956e+01,1.000e+00,5.288e-01,2.705e-02
1683102000,2.662e+01,8.501e+00,7.193e-01,2.298e-01
1683102600,2.408e+01,2.500e+00,6.509e-01,6.758e-02
1683103200,2.407e+01,1.600e+01,6.506e-01,4.325e-01
1683103800,1.728e+01,1.000e+00,4.669e-01,2.705e-02
1683104400,3.302e+01,9.001e+00,8.926e-01,2.433e-01
1683105000,5.443e+01,1.000e+00,1.471e+00,2.705e-02
1683105600,3.530e+01,1.400e+01,9.539e-01,3.784e-01
1683106200,2.882e+01,1.200e+01,7.789e-01,3.244e-01
1683106800,4.834e+01,1.000e+00,1.306e+00,2.705e-02
1683107400,1.902e+01,1.300e+01,5.141e-01,3.514e-01
1683108000,1.268e+01,5.991e+00,3.428e-01,1.619e-01
1683108600,3.084e+01,1.000e+00,8.335e-01,2.705e-02
1683109200,2.369e+01,1.300e+01,6.402e-01,3.514e-01
1683109800,2.621e+01,9.501e+00,7.084e-01,2.568e-01
1683110400,1.915e+01,1.000e+00,5.176e-01,2.705e-02
1683111000,8.641e+00,1.450e+01,2.335e-01,3.919e-01
1683111600,2.420e+01,6.001e+00,6.540e-01,1.622e-01
1683112200,3.389e+01,5.501e+00,9.159e-01,1.487e-01
1683112800,1.915e+01,8.001e+00,5.175e-01,2.162e-01
1683113400,3.368e+01,2.450e+01,9.103e-01,6.623e-01
1683114000,2.613e+01,4.001e+00,7.063e-01,1.081e-01
1683114600,6.302e+01,9.001e+00,1.703e+00,2.433e-01
1683115200,3.269e+01,2.150e+01,8.835e-01,5.812e-01
1683115800,1.693e+01,8.501e+00,4.576e-01,2.298e-01
1683116400,1.930e+01,7.001e+00,5.216e-01,1.892e-01
1683117000,2.851e+01,1.300e+01,7.706e-01,3.514e-01
1683117600,4.290e+01,1.350e+01,1.160e+00,3.649e-01
1683118200,3.043e+01,2.100e+01,8.223e-01,5.676e-01
1683118800,2.150e+01,4.501e+00,5.810e-01,1.216e-01
1683119400,1.691e+01,1.450e+01,4.571e-01,3.920e-01
1683120000,8.509e+00,1.150e+01,2.300e-01,3.109e-01
1683120600,3.364e+01,1.200e+01,9.093e-01,3.244e-01
1683121200,3.348e+01,1.300e+01,9.049e-01,3.514e-01
1683121800,3.076e+01,1.800e+01,8.312e-01,4.866e-01
1683122400,2.664e+01,1.050e+01,7.200e-01,2.838e-01
1683123000,2.808e+01,8.987e+00,7.588e-01,2.429e-01
1683123600,4.604e+01,2.600e+01,1.244e+00,7.028e-01
1683124200,3.038e+01,1.000e+00,8.212e-01,2.705e-02
1683124800,2.823e+01,1.600e+01,7.629e-01,4.325e-01
1683125400,4.048e+01,1.050e+01,1.094e+00,2.838e-01
1683126000,5.059e+01,1.000e+00,1.367e+00,2.705e-02
1683126600,4.732e+01,1.050e+01,1.279e+00,2.838e-01
1683127200,3.234e+01,1.350e+01,8.742e-01,3.649e-01
1683127800,4.216e+01,6.501e+00,1.140e+00,1.757e-01
1683128400,1.260e+01,1.000e+00,3.406e-01,2.705e-02
1683129000,3.279e+01,2.350e+01,8.861e-01,6.352e-01
1683129600,1.873e+01,9.501e+00,5.061e-01,2.568e-01
1683130200,8.774e+00,1.000e+00,2.371e-01,2.705e-02
1683130800,1.269e+01,5.501e+00,3.430e-01,1.487e-01
1683131400,4.174e+00,8.501e+00,1.128e-01,2.298e-01
1683132000,1.081e+01,1.000e+00,2.921e-01,2.705e-02
1683132600,1.088e+01,1.300e+01,2.940e-01,3.514e-01
1683133200,2.209e+01,1.350e+01,5.971e-01,3.649e-01
1683133800,1.976e+01,1.000e+00,5.341e-01,2.705e-02
1683134400,1.297e+01,5.501e+00,3.505e-01,1.487e-01
1683135000,1.506e+01,3.000e+00,4.072e-01,8.109e-02
1683135600,1.088e+01,1.100e+01,2.941e-01,2.973e-01
1683136200,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1683136800,8.574e+00,1.500e+01,2.317e-01,4.055e-01
1683137400,1.532e+01,1.000e+00,4.139e-01,2.705e-02
1683138000,2.040e+00,1.000e+00,5.513e-02,2.705e-02
1683138600,1.306e+01,5.991e+00,3.528e-01,1.619e-01
1683139200,1.540e+01,9.001e+00,4.162e-01,2.433e-01
1683139800,8.641e+00,1.000e+00,2.335e-01,2.705e-02
1683140400,1.771e+01,1.000e+00,4.786e-01,2.705e-02
1683141000,6.375e+00,8.501e+00,1.723e-01,2.298e-01
1683141600,2.224e+01,1.200e+01,6.010e-01,3.244e-01
1683142200,8.641e+00,6.501e+00,2.335e-01,1.757e-01
1683142800,1.084e+01,1.000e+00,2.929e-01,2.705e-02
1683143400,8.707e+00,1.000e+00,2.353e-01,2.705e-02
1683144000,1.757e+01,8.001e+00,4.748e-01,2.162e-01
1683144600,6.507e+00,7.001e+00,1.759e-01,1.892e-01
1683145200,1.540e+01,4.501e+00,4.163e-01,1.216e-01
1683145800,1.531e+01,2.000e+00,4.137e-01,2.705e-02
1683146400,4.174e+00,2.500e+00,1.128e-01,6.758e-02
1683147000,1.994e+01,6.001e+00,5.388e-01,1.622e-01
1683147600,1.291e+01,1.100e+01,3.488e-01,2.973e-01
1683148200,1.083e+01,1.000e+00,2.928e-01,2.705e-02
1683148800,1.305e+01,1.000e+00,3.527e-01,2.705e-02
1683149400,6.507e+00,3.501e+00,1.759e-01,9.461e-02
1683150000,8.509e+00,9.001e+00,2.300e-01,2.433e-01
1683150600,9.752e+00,9.001e+00,2.636e-01,2.433e-01
1683151200,2.484e+01,1.000e+00,6.713e-01,2.705e-02
1683151800,1.303e+01,5.501e+00,3.522e-01,1.487e-01
1683152400,4.306e+00,7.501e+00,1.164e-01,2.027e-01
1683153000,1.992e+01,3.000e+00,5.385e-01,8.109e-02
1683153600,8.692e+00,1.098e+01,2.349e-01,2.969e-01
1683154200,1.768e+01,1.000e+00,4.779e-01,2.705e-02
1683154800,1.989e+01,6.501e+00,5.377e-01,1.757e-01
1683155400,1.519e+01,1.000e+00,4.104e-01,2.705e-02
1683156000,2.040e+00,1.100e+01,5.513e-02,2.973e-01
1683156600,1.532e+01,5.001e+00,4.142e-01,1.352e-01
1683157200,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1683157800,6.506e+00,6.501e+00,1.758e-01,1.757e-01
1683158400,6.440e+00,1.000e+00,1.741e-01,2.705e-02
1683159000,8.640e+00,6.001e+00,2.335e-01,1.622e-01
1683159600,8.640e+00,1.000e+00,2.335e-01,2.705e-02
1683160200,2.106e+00,7.501e+00,5.692e-02,2.027e-01
1683160800,1.092e+01,3.500e+00,2.951e-01,9.461e-02
1683161400,4.240e+00,7.001e+00,1.146e-01,1.892e-01
1683162000,4.108e+00,1.000e+00,1.110e-01,2.705e-02
1683162600,1.312e+01,1.000e+00,3.546e-01,2.705e-02
1683163200,1.000e+00,4.501e+00,2.705e-02,1.216e-01
1683163800,2.106e+00,2.000e+00,5.692e-02,2.705e-02
1683164400,4.240e+00,2.000e+00,1.146e-01,2.705e-02
1683165000,4.042e+00,5.501e+00,1.092e-01,1.487e-01
1683165600,1.086e+01,1.000e+00,2.936e-01,2.705e-02
1683166200,1.319e+01,2.000e+00,3.566e-01,2.705e-02
1683166800,6.440e+00,6.001e+00,1.741e-01,1.622e-01
1683167400,4.306e+00,1.000e+00,1.164e-01,2.705e-02
1683168000,4.240e+00,3.501e+00,1.146e-01,9.461e-02
1683168600,1.079e+01,1.000e+00,2.917e-01,2.705e-02
1683169200,1.090e+01,2.496e+00,2.947e-01,6.746e-02
1683169800,8.707e+00,3.501e+00,2.353e-01,9.461e-02
1683170400,4.240e+00,5.001e+00,1.146e-01,1.352e-01
1683171000,1.319e+01,3.500e+00,3.564e-01,9.461e-02
1683171600,1.085e+01,1.000e+00,2.932e-01,2.705e-02
1683172200,8.641e+00,6.501e+00,2.335e-01,1.757e-01
1683172800,1.092e+01,7.501e+00,2.950e-01,2.027e-01
1683173400,1.316e+01,6.001e+00,3.556e-01,1.622e-01
1683174000,1.301e+01,6.501e+00,3.517e-01,1.757e-01
1683174600,8.641e+00,1.000e+00,2.335e-01,2.705e-02
1683175200,2.106e+00,8.501e+00,5.692e-02,2.298e-01
1683175800,2.755e+01,1.350e+01,7.447e-01,3.649e-01
1683176400,1.083e+01,1.000e+00,2.928e-01,2.705e-02
1683177000,6.507e+00,1.550e+01,1.759e-01,4.190e-01
1683177600,4.306e+00,2.500e+00,1.164e-01,6.758e-02
1683178200,8.641e+00,1.000e+00,2.335e-01,2.705e-02
1683178800,4.174e+00,1.100e+01,1.128e-01,2.973e-01
1683179400,6.375e+00,1.000e+01,1.723e-01,2.703e-01
1683180000,1.085e+01,2.000e+00,2.933e-01,2.705e-02
1683180600,2.002e+01,1.000e+00,5.410e-01,2.705e-02
1683181200,1.300e+01,1.600e+01,3.513e-01,4.325e-01
1683181800,2.488e+01,9.501e+00,6.724e-01,2.568e-01
1683182400,1.762e+01,1.000e+00,4.761e-01,2.705e-02
1683183000,6.441e+00,1.150e+01,1.741e-01,3.109e-01
1683183600,1.090e+01,1.000e+01,2.946e-01,2.703e-01
1683184200,1.312e+01,3.501e+00,3.546e-01,9.461e-02
1683184800,1.303e+01,8.987e+00,3.520e-01,2.429e-01
1683185400,1.083e+01,1.000e+00,2.928e-01,2.705e-02
1683186000,6.440e+00,1.300e+01,1.741e-01,3.514e-01
1683186600,6.440e+00,7.501e+00,1.741e-01,2.027e-01
1683187200,1.091e+01,5.001e+00,2.949e-01,1.352e-01
1683187800,8.706e+00,5.001e+00,2.353e-01,1.352e-01
1683188400,1.084e+01,1.250e+01,2.931e-01,3.379e-01
1683189000,1.071e+01,7.501e+00,2.895e-01,2.027e-01
1683189600,1.091e+01,6.001e+00,2.948e-01,1.622e-01
1683190200,1.307e+01,9.501e+00,3.534e-01,2.568e-01
1683190800,2.972e+01,1.450e+01,8.031e-01,3.919e-01
1683191400,1.063e+01,1.800e+01,2.873e-01,4.866e-01
1683192000,1.764e+01,1.000e+00,4.768e-01,2.705e-02
1683192600,1.506e+01,1.100e+01,4.069e-01,2.973e-01
1683193200,1.089e+01,5.001e+00,2.944e-01,1.352e-01
1683193800,8.706e+00,4.501e+00,2.353e-01,1.216e-01
1683194400,1.077e+01,2.450e+01,2.910e-01,6.623e-01
1683195000,1.753e+01,3.000e+00,4.739e-01,8.109e-02
1683195600,1.297e+01,1.300e+01,3.504e-01,3.514e-01
1683196200,6.506e+00,3.000e+00,1.758e-01,8.109e-02
1683196800,1.313e+01,1.300e+01,3.548e-01,3.514e-01
1683197400,1.090e+01,1.500e+01,2.946e-01,4.055e-01
1683198000,1.312e+01,7.501e+00,3.547e-01,2.027e-01
1683198600,2.474e+01,1.450e+01,6.686e-01,3.919e-01
1683199200,1.295e+01,6.501e+00,3.500e-01,1.757e-01
1683199800,1.531e+01,3.994e+00,4.138e-01,1.079e-01
1683200400,1.526e+01,8.001e+00,4.125e-01,2.162e-01
1683201000,8.707e+00,2.300e+01,2.353e-01,6.217e-01
1683201600,2.221e+01,1.000e+00,6.002e-01,2.705e-02
1683202200,1.301e+01,1.650e+01,3.516e-01,4.460e-01
1683202800,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1683203400,4.306e+00,1.000e+00,1.164e-01,2.705e-02
1683204000,1.528e+01,8.001e+00,4.130e-01,2.162e-01
1683204600,8.641e+00,3.501e+00,2.335e-01,9.461e-02
1683205200,1.527e+01,1.000e+00,4.127e-01,2.705e-02
1683205800,2.729e+01,1.600e+01,7.375e-01,4.325e-01
1683206400,1.524e+01,1.000e+00,4.119e-01,2.705e-02
1683207000,1.760e+01,7.501e+00,4.756e-01,2.027e-01
1683207600,1.301e+01,1.000e+00,3.517e-01,2.705e-02
1683208200,1.083e+01,3.501e+00,2.926e-01,9.461e-02
1683208800,1.310e+01,8.001e+00,3.540e-01,2.162e-01
1683209400,8.707e+00,4.001e+00,2.353e-01,1.081e-01
1683210000,1.537e+01,5.001e+00,4.154e-01,1.352e-01
1683210600,1.764e+01,6.501e+00,4.766e-01,1.757e-01
1683211200,1.000e+00,2.500e+00,2.705e-02,6.758e-02
1683211800,8.707e+00,4.001e+00,2.353e-01,1.081e-01
