voc,tz=0,v=3.3
time,ethane,ethene,propane,propene,1_3-butadiene,i-butane,n-butane,acetylene,cyclopentane,i-pentane,n-pentane,n-hexane,isoprene,n-heptane,benzene,n-octane,toluene,ethyl-benzene,m&p-xylene,o-xylene
1681517093,3.584e+00,9.139e-02,1.675e+00,8.000e-03,4.500e-03,3.113e-01,6.983e-01,2.138e-01,5.437e-02,2.598e-01,2.536e-01,1.167e-01,2.638e-02,6.395e-02,6.636e-02,1.100e-01,1.138e-01,1.365e-02,8.379e-02,2.364e-02
1681520693,2.859e+00,9.503e-02,1.270e+00,8.000e-03,4.500e-03,2.450e-01,5.082e-01,2.182e-01,5.021e-02,1.879e-01,1.788e-01,8.332e-02,2.369e-02,4.475e-02,4.711e-02,9.325e-02,9.709e-02,1.112e-02,8.221e-02,2.627e-02
1681524293,1.465e+00,6.881e-02,1.001e+00,8.000e-03,4.500e-03,1.300e-01,3.019e-01,1.951e-01,4.920e-02,1.642e-01,1.615e-01,9.152e-02,2.453e-02,3.248e-02,4.013e-02,5.764e-02,8.391e-02,4.500e-03,3.110e-02,4.500e-03
1681527893,3.520e+00,6.462e-02,3.221e+00,8.000e-03,4.500e-03,4.600e-01,1.192e+00,1.886e-01,8.223e-02,5.366e-01,6.639e-01,3.669e-01,2.760e-02,1.189e-01,6.356e-02,9.082e-02,1.257e-01,1.772e-02,7.106e-02,1.949e-02
1681531493,5.741e+00,6.382e-02,4.669e+00,8.000e-03,4.500e-03,9.121e-01,2.286e+00,1.891e-01,7.571e-02,6.816e-01,7.451e-01,2.133e-01,2.807e-02,8.049e-02,6.474e-02,8.472e-02,1.088e-01,4.500e-03,4.094e-02,4.500e-03
1681535093,4.379e+01,2.065e-01,3.416e+01,4.358e-02,4.500e-03,6.486e+00,1.663e+01,3.210e-01,3.589e-01,5.045e+00,5.777e+00,1.951e+00,2.833e-02,8.185e-01,3.610e-01,3.181e-01,4.337e-01,3.078e-02,2.154e-01,5.856e-02
1681538693,4.479e+01,1.465e-01,2.655e+01,3.811e-02,4.500e-03,4.841e+00,1.146e+01,2.687e-01,2.175e-01,3.351e+00,3.622e+00,1.127e+00,3.211e-02,3.985e-01,1.482e-01,1.934e-01,2.353e-01,1.118e-02,8.167e-02,2.523e-02
1681542293,9.067e+00,5.912e-01,4.831e+00,9.066e-02,4.500e-03,7.969e-01,1.907e+00,2.275e-01,8.013e-02,5.740e-01,6.703e-01,2.730e-01,2.732e-02,1.028e-01,6.063e-02,9.574e-02,1.016e-01,4.500e-03,2.718e-02,4.500e-03
1681545893,1.926e+01,7.157e-02,1.288e+01,8.000e-03,4.500e-03,2.801e+00,7.202e+00,2.118e-01,1.808e-01,2.366e+00,2.640e+00,8.779e-01,2.719e-02,3.693e-01,1.541e-01,1.830e-01,2.076e-01,1.021e-02,1.094e-01,3.008e-02
1681549493,2.233e+01,1.849e-01,1.502e+01,4.156e-02,4.500e-03,2.851e+00,6.994e+00,2.526e-01,1.538e-01,2.061e+00,2.244e+00,7.019e-01,2.849e-02,2.430e-01,1.166e-01,1.426e-01,1.784e-01,1.443e-02,7.968e-02,4.500e-03
1681553093,1.847e+01,3.095e-01,1.060e+01,7.360e-02,4.500e-03,1.900e+00,4.554e+00,4.016e-01,1.281e-01,1.364e+00,1.407e+00,4.329e-01,3.230e-02,1.624e-01,1.487e-01,1.186e-01,1.735e-01,1.789e-02,4.925e-02,1.667e-02
1681556693,3.432e+01,1.785e-01,2.536e+01,5.071e-02,4.500e-03,4.774e+00,1.202e+01,3.336e-01,2.428e-01,3.403e+00,3.610e+00,1.003e+00,2.851e-02,3.297e-01,2.165e-01,1.448e-01,2.443e-01,2.206e-02,6.991e-02,2.807e-02
1681560293,2.164e+02,4.971e-01,1.511e+02,1.610e-01,4.500e-03,2.594e+01,5.933e+01,7.743e-01,8.036e-01,1.556e+01,1.634e+01,4.814e+00,3.116e-02,1.904e+00,8.062e-01,7.425e-01,8.773e-01,5.808e-02,4.125e-01,1.082e-01
1681563893,1.429e+02,5.632e-01,1.057e+02,1.777e-01,1.500e-02,1.756e+01,4.078e+01,7.612e-01,5.868e-01,1.053e+01,1.071e+01,2.691e+00,2.793e-02,8.376e-01,6.801e-01,2.897e-01,5.916e-01,7.914e-02,2.175e-01,7.975e-02
1681567493,2.450e+02,4.343e-01,2.092e+02,1.206e-01,4.500e-03,3.916e+01,8.966e+01,9.932e-01,1.019e+00,2.171e+01,2.134e+01,3.898e+00,1.478e-02,7.374e-01,1.278e+00,2.389e-01,6.658e-01,8.909e-02,2.239e-01,9.554e-02
1681571093,8.198e+01,5.783e-01,5.144e+01,1.354e-01,4.500e-03,9.079e+00,2.178e+01,5.938e-01,3.994e-01,6.099e+00,6.265e+00,1.700e+00,5.000e-03,5.642e-01,6.955e-01,2.013e-01,4.819e-01,5.627e-02,1.543e-01,5.727e-02
1681574693,1.646e+01,5.665e-02,1.093e+01,2.994e-02,4.500e-03,NaN,4.894e+00,7.498e+00,1.150e-01,1.444e+00,1.425e+00,4.024e-01,5.000e-03,1.253e-01,2.541e-01,6.989e-02,1.695e-01,1.544e-02,3.615e-02,4.500e-03
1681578293,4.733e+00,8.315e-02,2.130e+00,2.043e-02,4.500e-03,3.719e-01,9.474e-01,2.584e-01,2.977e-02,3.463e-01,2.630e-01,8.499e-02,5.000e-03,3.285e-02,8.166e-02,4.025e-02,6.988e-02,4.500e-03,5.000e-03,4.500e-03
1681581893,2.796e+00,6.891e-02,1.493e+00,8.000e-03,4.500e-03,3.207e-01,8.087e-01,2.326e-01,2.605e-02,2.556e-01,2.676e-01,8.434e-02,5.000e-03,2.888e-02,6.469e-02,5.580e-02,5.510e-02,4.500e-03,5.000e-03,4.500e-03
1681585493,1.788e+01,2.361e+00,1.254e+00,8.000e-03,4.500e-03,2.418e-01,5.642e-01,2.420e-01,1.921e-02,1.780e-01,1.536e-01,5.399e-02,5.000e-03,2.120e-02,5.801e-02,5.996e-02,5.568e-02,4.500e-03,5.000e-03,4.500e-03
1681589093,1.750e+01,3.498e+00,2.630e+00,1.060e-01,4.500e-03,5.493e-01,1.348e+00,3.301e-01,3.203e-02,4.157e-01,3.796e-01,1.087e-01,5.000e-03,3.563e-02,7.159e-02,6.502e-02,6.375e-02,4.500e-03,1.456e-02,4.500e-03
1681592693,1.699e+01,2.391e+00,1.142e+00,8.000e-03,4.500e-03,2.223e-01,5.874e-01,2.376e-01,2.054e-02,2.273e-01,1.576e-01,4.833e-02,5.000e-03,1.747e-02,6.172e-02,5.991e-02,5.954e-02,4.500e-03,5.000e-03,4.500e-03
1681596293,1.832e+01,3.314e+00,1.844e+00,2.799e-02,4.500e-03,3.622e-01,9.922e-01,2.639e-01,2.822e-02,3.837e-01,2.757e-01,8.022e-02,5.000e-03,2.828e-02,6.466e-02,6.290e-02,6.228e-02,4.500e-03,5.000e-03,4.500e-03
1681599893,1.755e+01,3.353e+00,1.686e+00,2.147e-02,4.500e-03,2.961e-01,5.990e-01,2.490e-01,2.374e-02,1.619e-01,1.589e-01,5.799e-02,5.000e-03,1.985e-02,5.799e-02,3.803e-02,6.242e-02,4.500e-03,5.000e-03,4.500e-03
1681603493,1.842e+01,5.739e+00,3.628e+00,1.851e-02,4.500e-03,6.620e-01,1.678e+00,2.447e-01,5.156e-02,5.536e-01,4.431e-01,1.229e-01,1.884e-02,4.235e-02,6.332e-02,7.601e-02,7.146e-02,4.500e-03,5.000e-03,4.500e-03
1681607093,1.849e+01,6.854e+00,6.969e+00,3.503e-02,4.500e-03,1.455e+00,3.789e+00,2.945e-01,1.744e-01,1.589e+00,2.135e+00,1.582e+00,1.829e-02,7.422e-01,1.775e-01,2.274e-01,2.441e-01,9.473e-03,6.296e-02,4.500e-03
1681610693,1.914e+01,1.700e+01,1.562e+01,6.260e-02,4.500e-03,3.341e+00,9.386e+00,3.743e-01,3.063e-01,3.716e+00,4.475e+00,1.653e+00,2.704e-02,4.592e-01,3.136e-01,1.669e-01,3.915e-01,2.691e-02,1.023e-01,3.940e-02
1681625093,4.938e+01,1.937e-01,3.313e+01,5.867e-02,4.500e-03,5.083e+00,1.296e+01,3.931e-01,3.620e-01,3.893e+00,4.089e+00,1.327e+00,2.807e-02,5.366e-01,6.333e-01,2.443e-01,6.024e-01,8.724e-02,1.748e-01,7.201e-02
1681632293,1.898e+01,1.475e-01,1.311e+01,5.548e-02,4.500e-03,2.044e+00,5.331e+00,3.553e-01,1.590e-01,1.588e+00,1.669e+00,4.979e-01,2.293e-02,1.874e-01,2.392e-01,1.388e-01,2.245e-01,2.804e-02,5.547e-02,2.174e-02
1681635893,2.750e+01,1.371e-01,2.881e+01,5.390e-02,4.500e-03,5.427e+00,1.332e+01,4.347e-01,2.501e-01,3.596e+00,3.818e+00,1.080e+00,2.237e-02,3.628e-01,3.063e-01,1.850e-01,2.872e-01,2.465e-02,8.762e-02,2.574e-02
1681639493,4.342e+01,2.133e-01,4.312e+01,6.360e-02,4.500e-03,8.015e+00,1.977e+01,4.400e-01,3.367e-01,5.324e+00,5.581e+00,1.481e+00,2.570e-02,4.704e-01,4.342e-01,1.656e-01,3.468e-01,2.793e-02,7.737e-02,2.540e-02
1681643093,4.048e+01,2.441e-01,2.729e+01,7.796e-02,4.500e-03,4.775e+00,1.142e+01,4.368e-01,2.345e-01,3.242e+00,3.455e+00,1.061e+00,2.599e-02,4.244e-01,2.714e-01,2.214e-01,3.122e-01,3.741e-02,1.158e-01,3.736e-02
1681646693,9.215e+01,3.406e-01,5.627e+01,1.188e-01,4.500e-03,9.207e+00,2.089e+01,5.880e-01,3.396e-01,5.735e+00,5.997e+00,1.787e+00,2.822e-02,6.835e-01,3.726e-01,2.831e-01,4.243e-01,6.863e-02,2.131e-01,8.449e-02
1681650293,1.683e+02,2.455e-01,9.156e+01,1.082e-01,4.500e-03,1.523e+01,3.512e+01,6.228e-01,5.611e-01,9.855e+00,1.080e+01,3.795e+00,2.134e-02,1.883e+00,4.685e-01,7.755e-01,6.892e-01,4.186e-02,3.521e-01,8.391e-02
1681653893,1.331e+02,3.705e-01,1.361e+02,9.357e-02,4.500e-03,2.545e+01,6.224e+01,8.619e-01,9.207e-01,1.655e+01,1.764e+01,4.648e+00,1.575e-02,1.414e+00,1.016e+00,3.800e-01,8.309e-01,5.052e-02,2.057e-01,5.639e-02
1681657493,4.158e+01,2.675e-01,3.780e+01,8.409e-02,4.500e-03,6.964e+00,1.747e+01,4.794e-01,3.195e-01,4.846e+00,5.209e+00,1.432e+00,1.730e-02,4.412e-01,3.792e-01,1.707e-01,3.263e-01,2.556e-02,7.492e-02,2.032e-02
1681661093,2.619e+01,2.999e-01,1.609e+01,6.118e-02,4.500e-03,2.623e+00,6.600e+00,3.871e-01,1.624e-01,1.939e+00,2.099e+00,6.836e-01,1.531e-02,2.490e-01,3.495e-01,1.500e-01,2.813e-01,2.464e-02,6.101e-02,2.441e-02
1681664693,1.856e+01,1.814e-01,1.218e+01,3.540e-02,4.500e-03,2.027e+00,5.057e+00,3.453e-01,1.089e-01,1.383e+00,1.497e+00,4.575e-01,1.202e-02,1.691e-01,1.857e-01,1.418e-01,1.672e-01,1.785e-02,4.369e-02,4.500e-03
1681668293,1.098e+01,1.496e-01,6.692e+00,2.817e-02,4.500e-03,1.100e+00,2.839e+00,3.383e-01,7.949e-02,8.114e-01,9.168e-01,3.115e-01,5.000e-03,1.308e-01,1.352e-01,1.243e-01,1.282e-01,1.352e-02,2.956e-02,4.500e-03
1681671893,1.808e+01,1.801e-01,1.270e+01,3.722e-02,4.500e-03,1.930e+00,5.403e+00,3.888e-01,1.232e-01,1.436e+00,1.589e+00,4.818e-01,5.000e-03,1.818e-01,1.711e-01,1.374e-01,1.520e-01,4.500e-03,3.989e-02,4.500e-03
1681675493,2.150e+01,1.821e-01,1.580e+01,4.039e-02,4.500e-03,2.130e+00,6.147e+00,3.717e-01,1.325e-01,1.496e+00,1.680e+00,4.786e-01,5.000e-03,1.609e-01,1.466e-01,1.336e-01,1.262e-01,1.444e-02,2.861e-02,1.552e-02
1681686293,2.277e+01,2.390e-01,1.497e+01,4.375e-02,4.500e-03,2.093e+00,5.998e+00,3.384e-01,1.409e-01,1.532e+00,1.752e+00,5.219e-01,1.693e-02,1.814e-01,1.801e-01,1.353e-01,1.473e-01,1.384e-02,5.000e-03,4.500e-03
1681689893,2.357e+01,2.100e-01,1.490e+01,3.509e-02,4.500e-03,2.026e+00,5.811e+00,3.238e-01,1.427e-01,1.483e+00,1.762e+00,5.479e-01,1.684e-02,1.902e-01,1.664e-01,1.240e-01,1.544e-01,1.279e-02,4.092e-02,4.500e-03
1681693493,2.563e+01,2.195e-01,1.620e+01,3.957e-02,4.500e-03,2.190e+00,6.276e+00,3.452e-01,1.460e-01,1.583e+00,1.854e+00,5.693e-01,1.851e-02,2.024e-01,1.566e-01,1.357e-01,1.489e-01,1.210e-02,4.264e-02,9.999e-03
1681697093,3.604e+01,6.404e-01,2.413e+01,1.244e-01,4.500e-03,3.496e+00,1.014e+01,5.319e-01,3.181e-01,3.340e+00,3.788e+00,1.459e+00,5.000e-03,6.229e-01,3.609e-01,2.826e-01,5.598e-01,4.604e-02,1.685e-01,5.710e-02
1681700693,1.000e+02,1.485e+00,5.691e+01,3.150e-01,1.902e-02,9.130e+00,2.323e+01,1.137e+00,5.719e-01,7.688e+00,9.000e+00,3.331e+00,2.586e-02,1.235e+00,6.509e-01,5.237e-01,9.903e-01,1.991e-01,6.116e-01,2.563e-01
1681704293,2.483e+02,1.191e+00,1.465e+02,2.506e-01,4.500e-03,2.523e+01,6.190e+01,1.363e+00,1.163e+00,1.940e+01,2.259e+01,7.865e+00,2.087e-02,2.831e+00,8.896e-01,1.029e+00,1.045e+00,7.119e-02,5.185e-01,1.493e-01
1681707893,1.722e+02,7.641e-01,1.174e+02,1.767e-01,4.500e-03,2.051e+01,5.763e+01,9.456e-01,1.476e+00,2.284e+01,2.700e+01,7.589e+00,1.873e-02,2.318e+00,1.577e+00,6.848e-01,1.418e+00,6.167e-02,3.690e-01,1.096e-01
1681711493,2.420e+02,1.030e+00,1.629e+02,2.009e-01,4.500e-03,2.815e+01,7.525e+01,1.223e+00,2.014e+00,2.973e+01,3.590e+01,1.306e+01,2.235e-02,5.838e+00,1.699e+00,2.213e+00,2.333e+00,1.274e-01,9.995e-01,2.912e-01
1681715093,2.070e+02,1.161e+00,1.210e+02,2.141e-01,4.500e-03,2.058e+01,5.358e+01,1.245e+00,1.172e+00,1.646e+01,1.982e+01,7.211e+00,2.042e-02,3.109e+00,1.125e+00,1.215e+00,1.327e+00,7.805e-02,5.972e-01,1.769e-01
1681718693,1.533e+02,1.685e+00,9.677e+01,2.920e-01,1.642e-02,1.605e+01,4.314e+01,1.212e+00,8.932e-01,1.286e+01,1.533e+01,5.082e+00,2.215e-02,1.873e+00,9.301e-01,6.334e-01,9.771e-01,7.007e-02,3.913e-01,1.180e-01
1681722293,2.052e+02,1.391e+00,1.283e+02,2.959e-01,4.500e-03,2.207e+01,5.842e+01,1.250e+00,1.260e+00,1.791e+01,2.146e+01,7.473e+00,2.360e-02,2.885e+00,1.308e+00,9.358e-01,1.510e+00,8.484e-02,5.358e-01,1.573e-01
1681725893,2.365e+02,2.025e+00,1.572e+02,4.361e-01,3.036e-02,2.691e+01,7.103e+01,1.803e+00,1.490e+00,2.231e+01,2.618e+01,8.856e+00,2.789e-02,3.258e+00,1.491e+00,1.035e+00,1.654e+00,1.345e-01,6.676e-01,2.081e-01
1681729493,1.790e+02,1.373e+00,1.182e+02,2.806e-01,4.500e-03,2.112e+01,5.897e+01,1.125e+00,1.402e+00,1.985e+01,2.372e+01,7.895e+00,2.167e-02,3.200e+00,1.479e+00,1.138e+00,1.493e+00,9.009e-02,5.794e-01,1.839e-01
1681733093,1.265e+02,1.511e+00,7.895e+01,3.275e-01,2.316e-02,1.280e+01,3.352e+01,1.174e+00,6.677e-01,9.833e+00,1.121e+01,3.689e+00,2.786e-02,1.391e+00,7.142e-01,4.857e-01,8.203e-01,8.654e-02,3.397e-01,1.113e-01
1681736693,1.460e+02,2.029e+00,9.317e+01,4.650e-01,3.417e-02,1.530e+01,4.068e+01,1.277e+00,8.310e-01,1.220e+01,1.379e+01,4.484e+00,5.000e-03,1.660e+00,9.048e-01,NaN,1.127e+00,1.645e-01,5.162e-01,1.926e-01
1681743893,8.358e+01,9.468e-01,5.930e+01,1.924e-01,4.500e-03,9.608e+00,2.662e+01,7.645e-01,5.804e-01,7.688e+00,8.955e+00,2.789e+00,1.491e-02,1.010e+00,5.268e-01,NaN,5.839e-01,8.285e-02,2.751e-01,1.064e-01
1681747493,1.866e+01,6.988e-01,4.706e+01,1.416e-01,4.500e-03,7.467e+00,2.063e+01,7.166e-01,4.432e-01,5.691e+00,6.516e+00,1.966e+00,1.316e-02,7.007e-01,4.064e-01,NaN,4.372e-01,5.405e-02,1.684e-01,7.491e-02
1681751093,4.435e+01,4.141e-01,2.989e+01,8.442e-02,4.500e-03,4.687e+00,1.270e+01,4.613e-01,2.748e-01,3.529e+00,3.995e+00,1.184e+00,1.643e-02,4.166e-01,2.688e-01,NaN,NaN,2.583e-02,6.835e-02,3.404e-02
1681754693,3.807e+01,3.167e-01,2.631e+01,6.139e-02,4.500e-03,4.213e+00,1.163e+01,4.182e-01,2.530e-01,3.277e+00,3.856e+00,1.193e+00,1.262e-02,3.840e-01,2.758e-01,NaN,NaN,2.799e-02,8.123e-02,2.917e-02
1681758293,2.049e+01,2.359e-01,1.467e+01,5.119e-02,4.500e-03,2.357e+00,6.539e+00,3.670e-01,1.381e-01,1.734e+00,1.902e+00,5.363e-01,5.000e-03,1.830e-01,1.592e-01,NaN,NaN,1.461e-02,3.162e-02,4.500e-03
1681761893,1.929e+01,2.166e-01,1.240e+01,4.660e-02,4.500e-03,1.953e+00,5.411e+00,3.494e-01,1.194e-01,1.518e+00,1.594e+00,4.653e-01,1.410e-02,1.546e-01,1.727e-01,NaN,NaN,4.500e-03,1.606e-02,4.500e-03
1681765493,1.738e+01,2.104e-01,1.079e+01,4.852e-02,4.500e-03,1.691e+00,4.630e+00,3.237e-01,1.188e-01,1.340e+00,1.430e+00,4.396e-01,1.204e-02,1.507e-01,1.526e-01,NaN,NaN,1.675e-02,3.097e-02,4.500e-03
1681769093,1.614e+01,1.915e-01,9.873e+00,4.241e-02,4.500e-03,1.593e+00,4.279e+00,3.240e-01,1.008e-01,1.235e+00,1.336e+00,4.197e-01,1.553e-02,1.436e-01,1.446e-01,NaN,NaN,4.500e-03,2.913e-02,4.500e-03
1681772693,1.412e+01,1.908e-01,8.558e+00,4.174e-02,4.500e-03,1.357e+00,3.562e+00,3.524e-01,9.818e-02,1.027e+00,1.097e+00,3.465e-01,1.835e-02,1.225e-01,1.314e-01,NaN,NaN,1.240e-02,5.400e-02,1.439e-02
1681776293,1.581e+01,2.110e-01,9.930e+00,4.585e-02,4.500e-03,1.624e+00,4.259e+00,3.436e-01,1.108e-01,1.214e+00,1.327e+00,4.208e-01,2.055e-02,1.491e-01,1.347e-01,NaN,NaN,1.301e-02,3.923e-02,4.500e-03
1681779893,2.030e+01,2.438e-01,1.353e+01,5.521e-02,4.500e-03,2.292e+00,5.734e+00,3.787e-01,1.310e-01,1.617e+00,1.771e+00,5.649e-01,2.028e-02,2.168e-01,1.617e-01,NaN,NaN,1.953e-02,6.713e-02,1.376e-02
1681783493,2.455e+01,3.911e-01,1.593e+01,7.131e-02,4.500e-03,2.666e+00,6.997e+00,5.644e-01,1.656e-01,2.008e+00,2.245e+00,7.406e-01,1.743e-02,3.071e-01,2.742e-01,NaN,NaN,2.255e-02,1.436e-01,3.575e-02
1681787093,2.837e+01,3.511e-01,1.764e+01,7.320e-02,4.500e-03,3.101e+00,7.434e+00,4.873e-01,1.464e-01,2.093e+00,2.235e+00,6.553e-01,1.539e-02,2.256e-01,2.340e-01,NaN,NaN,3.921e-02,7.877e-02,1.494e-02
1681797893,5.599e+01,6.169e-01,4.174e+01,1.390e-01,4.500e-03,7.809e+00,2.188e+01,5.726e-01,5.143e-01,6.675e+00,7.957e+00,2.392e+00,1.804e-02,7.973e-01,4.953e-01,NaN,NaN,2.404e-02,1.287e-01,3.981e-02
1681801493,5.262e+01,7.247e-01,3.622e+01,1.838e-01,4.500e-03,6.496e+00,1.816e+01,6.613e-01,4.578e-01,5.611e+00,6.784e+00,2.068e+00,1.941e-02,6.715e-01,5.104e-01,NaN,NaN,2.878e-02,1.327e-01,3.659e-02
1681805093,5.755e+01,7.228e-01,3.959e+01,1.644e-01,4.500e-03,7.916e+00,2.325e+01,5.255e-01,7.038e-01,7.861e+00,9.776e+00,3.297e+00,2.002e-02,1.088e+00,9.239e-01,NaN,NaN,3.097e-02,1.769e-01,5.823e-02
1681808693,8.316e+01,7.070e-01,4.934e+01,1.809e-01,4.500e-03,8.899e+00,2.330e+01,5.330e-01,5.373e-01,7.285e+00,8.810e+00,3.055e+00,2.060e-02,1.192e+00,5.021e-01,NaN,NaN,3.944e-02,2.411e-01,4.880e-02
1681812293,1.406e+02,1.174e+00,8.293e+01,3.177e-01,4.500e-03,1.483e+01,3.999e+01,9.082e-01,9.008e-01,1.263e+01,1.522e+01,5.045e+00,2.953e-02,1.824e+00,8.954e-01,NaN,NaN,8.619e-02,3.908e-01,1.234e-01
1681815893,1.859e+02,9.950e-01,1.060e+02,2.487e-01,4.500e-03,1.870e+01,4.855e+01,1.154e+00,1.050e+00,1.514e+01,1.806e+01,6.248e+00,2.634e-02,2.359e+00,1.095e+00,NaN,NaN,7.997e-02,4.579e-01,1.656e-01
1681819493,2.696e+02,1.731e+00,1.802e+02,4.612e-01,2.963e-02,3.014e+01,7.540e+01,1.844e+00,1.476e+00,2.238e+01,2.606e+01,8.729e+00,3.364e-02,3.155e+00,1.428e+00,NaN,NaN,9.987e-02,5.657e-01,1.902e-01
1681823093,2.001e+02,2.468e+00,1.201e+02,6.274e-01,4.661e-02,2.071e+01,5.311e+01,1.829e+00,1.043e+00,1.642e+01,1.925e+01,6.763e+00,5.000e-03,2.525e+00,1.137e+00,NaN,NaN,1.049e-01,5.199e-01,1.871e-01
1681826693,1.492e+02,2.157e+00,9.512e+01,5.386e-01,2.974e-02,1.632e+01,4.323e+01,1.630e+00,9.281e-01,1.350e+01,1.618e+01,5.781e+00,2.016e-02,2.313e+00,1.041e+00,NaN,NaN,1.436e-01,5.576e-01,2.102e-01
1681830293,1.444e+02,1.559e+00,9.096e+01,3.567e-01,4.500e-03,1.498e+01,3.904e+01,1.153e+00,8.094e-01,1.173e+01,1.380e+01,4.597e+00,1.208e-02,1.745e+00,9.056e-01,NaN,NaN,6.686e-02,3.898e-01,1.538e-01
1681833893,1.408e+01,1.038e-01,1.468e+00,2.449e-02,4.500e-03,3.075e-01,6.983e-01,2.296e-01,3.792e-02,2.430e-01,3.083e-01,2.223e-01,5.000e-03,1.119e-01,5.358e-02,NaN,NaN,4.500e-03,1.533e-02,3.404e-02
1681923893,1.741e+00,6.730e-02,8.841e-01,6.715e-02,4.500e-03,2.059e-01,3.916e-01,1.845e-01,5.000e-03,1.405e-01,1.726e-01,1.347e-01,5.000e-03,5.791e-02,4.141e-02,NaN,NaN,4.500e-03,5.000e-03,4.500e-03
1681927493,5.051e+00,5.685e-01,2.201e+00,1.586e-01,4.500e-03,4.229e-01,8.840e-01,3.874e-01,3.072e-02,2.906e-01,3.164e-01,1.796e-01,5.000e-03,1.414e-01,4.767e-02,NaN,NaN,4.500e-03,1.184e-02,4.500e-03
1681931093,2.306e+01,5.449e-01,1.136e+01,1.488e-01,4.500e-03,1.825e+00,4.686e+00,3.002e-01,1.130e-01,1.665e+00,1.886e+00,5.126e-01,5.000e-03,1.916e-01,8.631e-02,NaN,NaN,4.500e-03,4.660e-02,4.500e-03
1681934693,7.702e+00,8.472e-02,4.499e+00,1.827e-02,4.500e-03,1.036e+00,2.611e+00,1.953e-01,6.185e-02,9.301e-01,1.071e+00,4.520e-01,5.000e-03,1.893e-01,5.099e-02,NaN,NaN,4.500e-03,5.930e-02,4.500e-03
1681938293,6.391e+00,1.892e-01,3.297e+00,4.100e-02,4.500e-03,6.062e-01,1.404e+00,2.301e-01,3.808e-02,4.765e-01,5.172e-01,1.641e-01,5.000e-03,6.235e-02,5.262e-02,NaN,NaN,4.500e-03,1.652e-02,4.500e-03
1681941893,3.375e+00,1.208e-01,1.690e+00,2.816e-02,4.500e-03,3.396e-01,7.785e-01,2.259e-01,3.442e-02,3.066e-01,3.438e-01,2.279e-01,5.000e-03,1.759e-01,5.758e-02,NaN,NaN,2.297e-02,7.600e-02,3.597e-02
1681945492,1.451e+01,4.584e-01,6.937e+00,9.370e-02,4.500e-03,1.317e+00,3.133e+00,3.583e-01,6.989e-02,9.774e-01,1.077e+00,4.255e-01,5.000e-03,2.046e-01,7.634e-02,NaN,NaN,4.500e-03,2.815e-02,4.500e-03
1681949093,1.863e+00,1.549e-01,8.923e-01,4.464e-02,4.500e-03,2.160e-01,4.193e-01,1.877e-01,2.675e-02,1.778e-01,1.597e-01,7.845e-02,5.000e-03,3.707e-02,5.539e-02,NaN,NaN,2.144e-02,4.076e-02,2.092e-02
1681952693,4.243e+02,1.616e+00,4.424e+02,2.693e-01,4.500e-03,1.712e+02,3.715e+02,1.150e-02,9.478e+00,1.814e+02,2.224e+02,9.071e+01,5.000e-03,3.725e+01,4.688e+00,NaN,NaN,3.531e-01,5.253e+00,1.185e+00
1681956293,2.934e+01,3.965e-01,1.522e+01,1.034e-01,4.500e-03,2.462e+00,6.110e+00,4.348e-01,1.286e-01,1.930e+00,2.157e+00,7.075e-01,1.679e-02,3.043e-01,1.325e-01,NaN,NaN,1.474e-02,8.405e-02,2.528e-02
1681959893,1.058e+02,3.730e+00,4.475e+01,6.867e-01,4.629e-02,7.646e+00,1.681e+01,6.431e-01,2.704e-01,5.086e+00,5.522e+00,1.920e+00,1.598e-02,7.003e-01,2.446e-01,NaN,NaN,4.500e-03,1.017e-01,2.419e-02
1681963493,2.272e+01,5.301e-01,1.535e+01,9.122e-02,4.500e-03,3.519e+00,9.994e+00,5.275e-01,3.572e-01,4.279e+00,5.414e+00,2.514e+00,1.384e-02,1.165e+00,2.701e-01,NaN,NaN,2.081e-02,1.485e-01,3.481e-02
1681967093,1.829e+01,1.987e-01,1.162e+01,4.484e-02,4.500e-03,2.161e+00,5.338e+00,2.416e-01,1.230e-01,1.633e+00,1.832e+00,6.374e-01,1.349e-02,2.363e-01,1.020e-01,2.073e-01,1.571e-01,4.500e-03,5.000e-03,4.500e-03
1681970693,1.361e+01,9.294e-02,1.201e+01,2.778e-02,4.500e-03,2.538e+00,6.652e+00,2.327e-01,1.726e-01,2.164e+00,2.532e+00,8.615e-01,1.403e-02,3.103e-01,1.023e-01,4.031e-01,1.668e-01,2.081e-02,1.236e-01,3.760e-02
1681974293,4.657e+00,1.256e-01,2.518e+00,2.591e-02,4.500e-03,5.772e-01,1.430e+00,2.236e-01,6.903e-02,5.538e-01,6.825e-01,3.047e-01,1.329e-02,1.257e-01,6.822e-02,NaN,NaN,1.723e-02,2.776e-02,4.500e-03
1681977893,5.687e+01,1.054e+00,2.806e+01,2.204e-01,4.500e-03,4.834e+00,1.085e+01,3.511e-01,2.032e-01,3.236e+00,3.601e+00,1.277e+00,1.478e-02,5.075e-01,1.446e-01,NaN,NaN,4.500e-03,7.633e-02,3.585e-02
1681981493,1.941e+01,1.195e-01,1.220e+01,3.009e-02,4.500e-03,2.301e+00,5.593e+00,2.574e-01,1.374e-01,1.682e+00,1.915e+00,7.279e-01,1.486e-02,3.423e-01,1.054e-01,NaN,NaN,4.500e-03,6.300e-02,9.999e-03
